MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_solid_uprint_typei_090_r0			Time:	20.017822	s	4/15/2019 2:53:37 PM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typei_solid_090_uprint.tst
10.125661	-67.708168	1.7902832
10.126809	-62.331745	1.8000488
10.128451	-58.038685	1.8098145
10.12813	-57.112362	1.8195801
10.129017	-59.343521	1.8293457
10.129023	-69.861588	1.8391113
10.1312	-64.877136	1.848877
10.132215	-59.969879	1.8586426
10.132804	-56.055508	1.8684082
10.133701	-52.630135	1.8781738
10.1328	-58.683781	1.8879395
10.135438	-60.669369	1.8977051
10.13588	-60.925858	1.9074707
10.135919	-59.23814	1.9172363
10.137131	-53.480015	1.927002
10.138949	-52.143238	1.9367676
10.139413	-49.69273	1.9465332
10.140182	-55.060116	1.9562988
10.14112	-57.639027	1.9660645
10.142082	-56.112907	1.9758301
10.142789	-51.969444	1.9855957
10.142544	-48.034111	1.9953613
10.144542	-48.223877	2.005127
10.143943	-50.366257	2.0148926
10.146494	-52.432114	2.0246582
10.145955	-52.064713	2.0344238
10.146422	-53.789043	2.0441895
10.146361	-48.358543	2.0539551
10.148416	-41.410465	2.0637207
10.150488	-43.780293	2.0734863
10.15091	-46.212708	2.083252
10.150793	-53.93811	2.0930176
10.151701	-47.694572	2.1027832
10.152229	-43.631527	2.1125488
10.15291	-42.910194	2.1223145
10.154281	-36.894184	2.1320801
10.154783	-43.796955	2.1418457
10.156867	-45.985176	2.1516113
10.157269	-49.085106	2.161377
10.157111	-46.956554	2.1711426
10.158257	-37.629406	2.1809082
10.159612	-35.441071	2.1906738
10.160086	-36.446342	2.2004395
10.161418	-42.79097	2.2102051
10.162348	-45.872589	2.2199707
10.164306	-40.067081	2.2297363
10.163466	-39.012745	2.239502
10.163925	-33.361721	2.2492676
10.164176	-31.747126	2.2590332
10.164271	-36.668324	2.2687988
10.166456	-39.84449	2.2785645
10.167282	-41.560795	2.2883301
10.168624	-36.431419	2.2980957
10.169037	-28.909851	2.3078613
10.170234	-28.308908	2.317627
10.171	-33.202507	2.3273926
10.171679	-38.2229	2.3371582
10.171144	-37.591377	2.3469238
10.174188	-35.098148	2.3566895
10.174084	-28.194235	2.3664551
10.174332	-25.783459	2.3762207
10.175735	-26.256546	2.3859863
10.175565	-31.825256	2.395752
10.177666	-35.502361	2.4055176
10.177733	-32.376736	2.4152832
10.178476	-27.149357	2.4250488
10.179869	-21.050907	2.4348145
10.180299	-24.19352	2.4445801
10.180343	-26.477634	2.4543457
10.182373	-28.620998	2.4641113
10.182096	-29.447069	2.473877
10.184218	-24.003202	2.4836426
10.184192	-23.542614	2.4934082
10.186319	-19.544157	2.5031738
10.18657	-18.817623	2.5129395
10.18655	-27.928543	2.5227051
10.187228	-26.279177	2.5324707
10.18989	-25.594042	2.5422363
10.190813	-18.310566	2.552002
10.19	-16.874571	2.5617676
10.192716	-19.94714	2.5715332
10.192983	-20.540844	2.5812988
10.193433	-21.871893	2.5910645
10.194245	-22.365074	2.6008301
10.194631	-17.392267	2.6105957
10.195263	-15.298863	2.6203613
10.196092	-10.005283	2.630127
10.196014	-15.394933	2.6398926
10.19795	-18.446114	2.6496582
10.198061	-19.357172	2.6594238
10.199343	-16.710157	2.6691895
10.200777	-11.542889	2.6789551
10.201245	-10.689259	2.6887207
10.201011	-11.15602	2.6984863
10.202177	-11.446622	2.708252
10.203734	-14.761157	2.7180176
10.203096	-16.226959	2.7277832
10.20557	-11.919638	2.7375488
10.205812	-6.0317121	2.7473145
10.206326	-4.464891	2.7570801
10.20725	-6.4557514	2.7668457
10.207981	-14.569132	2.7766113
10.209128	-12.117805	2.786377
10.210032	-8.3454781	2.7961426
10.210704	-5.861032	2.8059082
10.210779	-0.22997536	2.8156738
10.211089	-2.8847504	2.8254395
10.213212	-5.4398613	2.8352051
10.213635	-11.232494	2.8449707
10.214878	-10.088552	2.8547363
10.215013	-0.88162667	2.864502
10.216143	2.7011297	2.8742676
10.216883	3.5109921	2.8840332
10.21807	-3.116163	2.8937988
10.218518	-6.2447419	2.9035645
10.219171	-5.2658873	2.9133301
10.220243	-2.7617526	2.9230957
10.220515	4.3872309	2.9328613
10.221732	6.285409	2.942627
10.222834	4.3735495	2.9523926
10.223652	0.96815372	2.9621582
10.22425	-6.3464041	2.9719238
10.225211	-0.59686583	2.9816895
10.22621	8.8685045	2.9914551
10.226867	11.079997	3.0012207
10.228031	10.920253	3.0109863
10.229044	1.0414903	3.020752
10.22894	2.4346488	3.0305176
10.229469	-0.62292361	3.0402832
10.230803	7.3974314	3.0500488
10.232131	13.27558	3.0598145
10.233035	12.573947	3.0695801
10.234128	11.281986	3.0793457
10.234363	3.9714146	3.0891113
10.235674	4.0978823	3.098877
10.236434	11.41445	3.1086426
10.236856	16.181751	3.1184082
10.236317	16.267376	3.1281738
10.237821	14.529482	3.1379395
10.239179	10.737517	3.1477051
10.24017	8.7813616	3.1574707
10.241378	11.189748	3.1672363
10.24171	14.457595	3.177002
10.242085	19.900017	3.1867676
10.242883	19.977413	3.1965332
10.244153	12.933163	3.2062988
10.243832	12.1906	3.2160645
10.245234	11.936485	3.2258301
10.246188	19.213261	3.2355957
10.24721	23.367756	3.2453613
10.247269	20.232584	3.255127
10.248802	22.545208	3.2648926
10.250014	17.466003	3.2746582
10.250143	16.673023	3.2844238
10.251541	18.768999	3.2941895
10.252468	20.507154	3.3039551
10.251872	28.878239	3.3137207
10.253867	24.663927	3.3234863
10.254064	23.565332	3.333252
10.25534	18.333744	3.3430176
10.25504	20.152557	3.3527832
10.256305	25.729982	3.3625488
10.258204	27.086979	3.3723145
10.258884	30.906803	3.3820801
10.259161	29.364698	3.3918457
10.26022	24.261999	3.4016113
10.261936	23.826324	3.411377
10.262751	24.795418	3.4211426
10.262101	32.871124	3.4309082
10.263621	36.381702	3.4406738
10.264507	32.292061	3.4504395
10.264503	27.890844	3.4602051
10.265941	27.148281	3.4699707
10.266996	30.565609	3.4797363
10.267647	32.836365	3.489502
10.267961	37.218166	3.4992676
10.269452	37.949394	3.5090332
10.269562	36.049477	3.5187988
10.271012	30.340963	3.5285645
10.270473	28.664188	3.5383301
10.272342	35.20314	3.5480957
10.273669	41.312092	3.5578613
10.27383	45.36097	3.567627
10.27474	36.881119	3.5773926
10.275468	34.980217	3.5871582
10.276953	34.909782	3.5969238
10.277293	33.496452	3.6066895
10.278109	44.366096	3.6164551
10.278738	45.655437	3.6262207
10.280715	46.710621	3.6359863
10.280429	41.083855	3.645752
10.282512	35.193134	3.6555176
10.281954	38.526066	3.6652832
10.283211	44.21032	3.6750488
10.284127	49.881477	3.6848145
10.285005	48.642101	3.6945801
10.285146	43.159115	3.7043457
10.286868	43.164978	3.7141113
10.28705	40.22559	3.723877
10.287965	44.625458	3.7336426
10.289354	50.995346	3.7434082
10.290234	52.568027	3.7531738
10.290538	51.955982	3.7629395
10.291567	44.0075	3.7727051
10.291567	43.370918	3.7824707
10.292321	49.667793	3.7922363
10.29343	53.07156	3.802002
10.294083	55.663532	3.8117676
10.295675	53.735935	3.8215332
10.296197	51.196747	3.8312988
10.296597	49.203037	3.8410645
10.297652	48.414654	3.8508301
10.298784	53.032471	3.8605957
10.2992	58.511402	3.8703613
10.300754	60.989864	3.880127
10.300772	55.453602	3.8898926
10.30203	52.541321	3.8996582
10.302664	52.03891	3.9094238
10.303823	58.058308	3.9191895
10.304033	58.659966	3.9289551
10.30544	61.660561	3.9387207
10.306231	63.230602	3.9484863
10.306368	59.355328	3.958252
10.307072	56.797661	3.9680176
10.308806	54.787445	3.9777832
10.308732	61.174847	3.9875488
10.308793	67.79126	3.9973145
10.309678	67.188431	4.0070801
10.311193	65.130325	4.0168457
10.311822	59.362309	4.0266113
10.312468	59.470905	4.036377
10.31338	63.938103	4.0461426
10.314929	64.204872	4.0559082
10.316656	71.300835	4.0656738
10.31729	69.980698	4.0754395
10.317535	65.55201	4.0852051
10.317354	61.251415	4.0949707
10.316738	59.513687	4.1047363
10.318907	70.668419	4.114502
10.320611	73.71685	4.1242676
10.321211	73.790291	4.1340332
10.322577	70.115372	4.1437988
10.323377	65.2976	4.1535645
10.322962	67.041557	4.1633301
10.325376	68.309601	4.1730957
10.324559	75.027733	4.1828613
10.326056	80.516121	4.192627
10.32618	76.673233	4.2023926
10.328107	70.003036	4.2121582
10.328269	67.105186	4.2219238
10.328634	70.718018	4.2316895
10.329806	79.511864	4.2414551
10.331046	81.52578	4.2512207
10.331859	78.599464	4.2609863
10.332911	74.873802	4.270752
10.333507	73.422775	4.2805176
10.33427	71.561813	4.2902832
10.336051	79.775391	4.3000488
10.335984	83.155396	4.3098145
10.336705	86.2771	4.3195801
10.337753	82.155426	4.3293457
10.33842	73.833557	4.3391113
10.338762	75.871635	4.348877
10.339518	80.915276	4.3586426
10.340772	88.471581	4.3684082
10.341707	88.546738	4.3781738
10.342119	85.30571	4.3879395
10.34294	83.722237	4.3977051
10.343788	78.058434	4.4074707
10.344259	82.461685	4.4172363
10.345371	87.05854	4.427002
10.345907	91.155807	4.4367676
10.346463	92.847153	4.4465332
10.348042	84.68454	4.4562988
10.349062	83.306747	4.4660645
10.350072	83.782318	4.4758301
10.351038	90.071922	4.4855957
10.351879	93.731125	4.4953613
10.352545	92.072571	4.505127
10.351972	93.925217	4.5148926
10.35362	90.172401	4.5246582
10.354781	87.42543	4.5344238
10.354613	90.240311	4.5441895
10.355109	94.444939	4.5539551
10.357877	99.442719	4.5637207
10.35707	96.462341	4.5734863
10.358979	92.590256	4.583252
10.35903	92.24324	4.5930176
10.360789	93.779305	4.6027832
10.361309	96.847328	4.6125488
10.362007	99.534348	4.6223145
10.362165	101.68151	4.6320801
10.363501	100.47678	4.6418457
10.364467	96.738945	4.6516113
10.364937	91.972191	4.661377
10.36553	97.834656	4.6711426
10.368084	104.28802	4.6809082
10.367313	103.74886	4.6906738
10.369058	105.85657	4.7004395
10.369074	98.151398	4.7102051
10.370919	99.072624	4.7199707
10.370978	99.683258	4.7297363
10.370373	102.08755	4.739502
10.37175	111.42139	4.7492676
10.37284	110.60352	4.7590332
10.374228	106.68329	4.7687988
10.375822	100.72325	4.7785645
10.375506	99.725693	4.7883301
10.376896	107.9649	4.7980957
10.377329	111.46903	4.8078613
10.37827	114.60169	4.817627
10.378963	110.47263	4.8273926
10.379571	105.69962	4.8371582
10.381412	107.44416	4.8469238
10.381295	103.67482	4.8566895
10.38168	114.19215	4.8664551
10.383562	118.71431	4.8762207
10.384273	116.01173	4.8859863
10.385138	110.86034	4.895752
10.386021	104.7842	4.9055176
10.385905	109.12852	4.9152832
10.387229	115.07476	4.9250488
10.388024	118.80958	4.9348145
10.389026	119.95882	4.9445801
10.388458	116.67809	4.9543457
10.39007	113.01331	4.9641113
10.391453	111.14492	4.973877
10.391887	115.44228	4.9836426
10.393098	122.3902	4.9934082
10.393249	125.71849	5.0031738
10.393779	122.56945	5.0129395
10.395631	115.48591	5.0227051
10.3962	115.54427	5.0324707
10.397714	119.09224	5.0422363
10.397443	125.64917	5.052002
10.397782	125.5236	5.0617676
10.399225	125.10651	5.0715332
10.399189	123.86876	5.0812988
10.401772	117.91299	5.0910645
10.401573	121.88345	5.1008301
10.402208	122.9929	5.1105957
10.403254	130.78329	5.1203613
10.404339	132.0941	5.130127
10.404711	125.18208	5.1398926
10.406274	124.07168	5.1496582
10.406235	123.60168	5.1594238
10.407915	127.47697	5.1691895
10.40872	131.57887	5.1789551
10.408077	131.86841	5.1887207
10.410147	135.66446	5.1984863
10.411448	128.53502	5.208252
10.411686	127.28821	5.2180176
10.412013	126.25563	5.2277832
10.412933	131.24924	5.2375488
10.414569	139.17027	5.2473145
10.415027	136.06934	5.2570801
10.415279	134.69402	5.2668457
10.416443	131.82146	5.2766113
10.416538	132.05481	5.286377
10.418781	133.11436	5.2961426
10.419585	135.38147	5.3059082
10.41957	139.95193	5.3156738
10.421117	143.56041	5.3254395
10.421076	136.20763	5.3352051
10.422238	131.0269	5.3449707
10.423183	133.97729	5.3547363
10.423375	140.34033	5.364502
10.42417	143.4767	5.3742676
10.425316	145.99266	5.3840332
10.426256	140.25908	5.3937988
10.426962	138.52733	5.4035645
10.427958	137.06171	5.4133301
10.428773	140.09477	5.4230957
10.428462	146.33028	5.4328613
10.430023	149.35626	5.442627
10.431024	148.06395	5.4523926
10.431792	140.62061	5.4621582
10.433319	136.88699	5.4719238
10.434072	144.57521	5.4816895
10.434771	147.4563	5.4914551
10.433877	153.64197	5.5012207
10.436559	149.5144	5.5109863
10.436912	147.55019	5.520752
10.439132	143.93495	5.5305176
10.437099	140.85501	5.5402832
10.439061	148.68149	5.5500488
10.440136	155.22806	5.5598145
10.441531	155.63777	5.5695801
10.440536	151.38809	5.5793457
10.442276	143.20274	5.5891113
10.442837	147.2292	5.598877
10.443649	152.63148	5.6086426
10.444553	155.92697	5.6184082
10.445132	160.38362	5.6281738
10.448346	155.74638	5.6379395
10.447449	152.92625	5.6477051
10.448335	148.45251	5.6574707
10.449454	150.59468	5.6672363
10.449559	158.54736	5.677002
10.451365	162.72162	5.6867676
10.450976	161.53175	5.6965332
10.45179	155.91107	5.7062988
10.452937	152.80083	5.7160645
10.452456	155.19005	5.7258301
10.455913	160.72174	5.7355957
10.456111	161.89171	5.7453613
10.456649	165.22855	5.755127
10.458423	164.5049	5.7648926
10.457665	158.22289	5.7746582
10.458107	158.35976	5.7844238
10.459485	159.22614	5.7941895
10.460615	165.50739	5.8039551
10.46065	169.84174	5.8137207
10.462186	166.4669	5.8234863
10.462903	163.76515	5.833252
10.463299	161.59335	5.8430176
10.464716	165.8943	5.8527832
10.465629	166.9211	5.8625488
10.465738	169.55507	5.8723145
10.467788	174.40161	5.8820801
10.468227	168.88132	5.8918457
10.468621	166.34807	5.9016113
10.469914	163.82858	5.911377
10.470174	167.06715	5.9211426
10.470802	177.08246	5.9309082
10.472075	173.67949	5.9406738
10.472783	175.1691	5.9504395
10.473482	171.84637	5.9602051
10.474285	168.25865	5.9699707
10.475357	170.65715	5.9797363
10.475013	172.39003	5.989502
10.476582	180.55989	5.9992676
10.477855	181.68239	6.0090332
10.478416	176.36264	6.0187988
10.478441	172.37535	6.0285645
10.479287	170.38751	6.0383301
10.480145	177.08345	6.0480957
10.481595	180.7451	6.0578613
10.482344	183.56427	6.067627
10.483282	180.67815	6.0773926
10.484737	178.0247	6.0871582
10.484671	174.57521	6.0969238
10.484905	176.85162	6.1066895
10.485872	183.38135	6.1164551
10.4868	188.89389	6.1262207
10.487948	188.73758	6.1359863
10.489096	180.76797	6.145752
10.489217	176.74414	6.1555176
10.489975	180.94472	6.1652832
10.491269	185.30623	6.1750488
10.491426	191.64003	6.1848145
10.493295	190.18747	6.1945801
10.493369	188.44637	6.2043457
10.495217	184.85071	6.2141113
10.495965	178.978	6.223877
10.496148	187.47424	6.2336426
10.497348	192.59853	6.2434082
10.498443	195.72391	6.2531738
10.498411	193.14346	6.2629395
10.500366	184.62888	6.2727051
10.500271	187.15524	6.2824707
10.501328	187.71336	6.2922363
10.501468	195.57314	6.302002
10.502	197.32066	6.3117676
10.503421	196.23557	6.3215332
10.503993	195.2807	6.3312988
10.505692	189.38518	6.3410645
10.506002	191.19899	6.3508301
10.506635	195.85327	6.3605957
10.507493	200.32579	6.3703613
10.50927	203.04387	6.380127
10.508997	195.25018	6.3898926
10.510465	192.88643	6.3996582
10.511147	194.61249	6.4094238
10.511384	197.58955	6.4191895
10.511464	201.32188	6.4289551
10.513555	204.5786	6.4387207
10.514281	204.53242	6.4484863
10.515283	200.24081	6.458252
10.515831	196.54016	6.4680176
10.516103	196.9684	6.4777832
10.517165	202.9035	6.4875488
10.518132	208.29808	6.4973145
10.51884	206.53722	6.5070801
10.519868	206.36081	6.5168457
10.520969	201.63435	6.5266113
10.521228	201.97267	6.536377
10.522057	202.45512	6.5461426
10.523021	208.06915	6.5559082
10.523541	213.26659	6.5656738
10.524261	210.72798	6.5754395
10.525504	206.74551	6.5852051
10.527246	201.91718	6.5949707
10.526488	205.53589	6.6047363
10.529118	211.74832	6.614502
10.52983	212.13965	6.6242676
10.529947	216.42685	6.6340332
10.5298	211.40262	6.6437988
10.530229	208.36485	6.6535645
10.531417	206.39806	6.6633301
10.533004	208.12556	6.6730957
10.533849	219.41701	6.6828613
10.533566	219.98076	6.692627
10.535194	218.44991	6.7023926
10.535614	210.96642	6.7121582
10.537178	208.33507	6.7219238
10.538206	214.38449	6.7316895
10.538368	218.63203	6.7414551
10.539302	222.58539	6.7512207
10.540007	222.36792	6.7609863
10.540593	218.67552	6.770752
10.541825	214.56496	6.7805176
10.542863	213.15077	6.7902832
10.54373	219.66968	6.8000488
10.544703	227.51109	6.8098145
10.545998	228.13776	6.8195801
10.546785	222.26831	6.8293457
10.546427	217.14507	6.8391113
10.547105	217.21617	6.848877
10.54792	222.61235	6.8586426
10.549138	227.9326	6.8684082
10.550215	229.51016	6.8781738
10.551172	227.40869	6.8879395
10.552185	224.92619	6.8977051
10.5521	218.22563	6.9074707
10.553493	222.45453	6.9172363
10.554295	229.85953	6.927002
10.554772	235.73962	6.9367676
10.555588	231.97566	6.9465332
10.556296	225.89987	6.9562988
10.557718	225.58379	6.9660645
10.558407	225.49057	6.9758301
10.559355	232.06361	6.9855957
10.560089	232.15706	6.9953613
10.561312	235.99348	7.005127
10.561416	234.83502	7.0148926
10.561337	226.21359	7.0246582
10.563572	227.87596	7.0344238
10.564835	229.82814	7.0441895
10.563758	237.48378	7.0539551
10.566138	241.59528	7.0637207
10.567966	233.88959	7.0734863
10.566999	235.38629	7.083252
10.568597	233.38248	7.0930176
10.568964	233.6817	7.1027832
10.569096	236.29326	7.1125488
10.569391	240.32655	7.1223145
10.571087	244.66309	7.1320801
10.5736	239.92564	7.1418457
10.572783	235.58037	7.1516113
10.574378	234.5079	7.161377
10.574405	239.60402	7.1711426
10.575314	244.2249	7.1809082
10.575894	244.63049	7.1906738
10.576918	245.53845	7.2004395
10.577418	242.94971	7.2102051
10.578175	237.49564	7.2199707
10.578433	238.08548	7.2297363
10.580754	244.76004	7.239502
10.580198	249.33992	7.2492676
10.581389	250.2558	7.2590332
10.582582	246.97345	7.2687988
10.582908	239.26979	7.2785645
10.584621	243.83412	7.2883301
10.584446	247.24759	7.2980957
10.585051	249.1543	7.3078613
10.586188	256.6037	7.317627
10.587186	251.49492	7.3273926
10.588106	248.01614	7.3371582
10.589135	245.31917	7.3469238
10.589727	245.68884	7.3566895
10.590963	253.465	7.3664551
10.591495	257.50098	7.3762207
10.593159	258.09036	7.3859863
10.592708	250.33798	7.395752
10.594066	246.6479	7.4055176
10.593982	250.18839	7.4152832
10.596939	252.53761	7.4250488
10.596857	260.47272	7.4348145
10.598	260.78629	7.4445801
10.597942	257.35593	7.4543457
10.598363	254.86899	7.4641113
10.599008	248.87628	7.473877
10.60112	255.14803	7.4836426
10.601468	264.3175	7.4934082
10.603137	266.34106	7.5031738
10.602466	263.98181	7.5129395
10.602417	254.98083	7.5227051
10.605929	255.11076	7.5324707
10.604503	258.3067	7.5422363
10.606266	263.57556	7.552002
10.607459	268.55338	7.5617676
10.607699	268.21716	7.5715332
10.607405	263.6445	7.5812988
10.609451	257.48486	7.5910645
10.611264	258.80722	7.6008301
10.610126	266.29758	7.6105957
10.611524	272.57455	7.6203613
10.611876	271.40884	7.630127
10.613673	266.6593	7.6398926
10.614398	263.79358	7.6496582
10.614529	265.85583	7.6594238
10.615899	266.74774	7.6691895
10.616506	269.99728	7.6789551
10.616886	274.64236	7.6887207
10.618615	274.17371	7.6984863
10.618681	266.78088	7.708252
10.618768	267.62906	7.7180176
10.620592	267.03152	7.7277832
10.621198	274.42459	7.7375488
10.622643	277.12244	7.7473145
10.623835	274.04227	7.7570801
10.622575	275.87857	7.7668457
10.624654	271.69247	7.7766113
10.624569	272.1922	7.786377
10.626096	272.70346	7.7961426
10.627565	276.02515	7.8059082
10.629139	284.10474	7.8156738
10.627955	278.62811	7.8254395
10.630426	276.76141	7.8352051
10.629683	273.36856	7.8449707
10.631437	274.7507	7.8547363
10.631988	282.93536	7.864502
10.632104	282.39862	7.8742676
10.633612	286.26062	7.8840332
10.634316	282.51978	7.8937988
10.635723	279.01425	7.9035645
10.636354	276.57315	7.9133301
10.636412	281.68039	7.9230957
10.637506	287.72067	7.9328613
10.637774	291.13434	7.942627
10.63852	287.49228	7.9523926
10.640285	281.66376	7.9621582
10.642429	280.68509	7.9719238
10.642241	284.59723	7.9816895
10.642422	287.02609	7.9914551
10.643529	293.61749	8.0012207
10.644187	292.64761	8.0109863
10.645066	289.93289	8.020752
10.646476	283.59106	8.0305176
10.646728	282.11115	8.0402832
10.647046	289.26639	8.0500488
10.648479	297.21436	8.0598145
10.648871	297.18356	8.0695801
10.650276	290.1785	8.0793457
10.650859	287.41193	8.0891113
10.650872	290.47186	8.098877
10.652566	288.73074	8.1086426
10.653397	299.72946	8.1184082
10.654145	298.95587	8.1281738
10.654847	298.40472	8.1379395
10.654854	295.08072	8.1477051
10.657444	287.32828	8.1574707
10.657232	295.63113	8.1672363
10.658103	298.60602	8.177002
10.65949	303.13705	8.1867676
10.660446	302.06009	8.1965332
10.659907	294.96274	8.2062988
10.660634	294.93143	8.2160645
