MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_hd_dimension_typeiv_090_r0			Time:	20.017822	s	4/14/2019 12:34:26 AM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typeiv_hd_090_dimension.tst
-39.903923	-107.66756	1.7121582
-39.903481	-107.66571	1.7219238
-39.903717	-112.21454	1.7316895
-39.902943	-103.84026	1.7414551
-39.901436	-101.48799	1.7512207
-39.899532	-100.43793	1.7609863
-39.899513	-103.81936	1.770752
-39.900261	-110.92006	1.7805176
-39.897808	-106.08684	1.7902832
-39.897572	-101.88642	1.8000488
-39.89587	-100.43697	1.8098145
-39.895855	-98.999596	1.8195801
-39.895786	-100.69172	1.8293457
-39.893501	-101.75402	1.8391113
-39.89188	-104.79788	1.848877
-39.892822	-101.5296	1.8586426
-39.892136	-98.550217	1.8684082
-39.890461	-95.937439	1.8781738
-39.890156	-96.293045	1.8879395
-39.887787	-101.36845	1.8977051
-39.888863	-101.97911	1.9074707
-39.887287	-97.833878	1.9172363
-39.886311	-95.182426	1.927002
-39.886181	-95.573357	1.9367676
-39.885933	-94.195358	1.9465332
-39.885311	-93.036308	1.9562988
-39.884926	-96.310371	1.9660645
-39.883152	-97.345345	1.9758301
-39.881111	-96.411537	1.9855957
-39.880753	-89.815376	1.9953613
-39.880459	-90.09314	2.005127
-39.878502	-91.968765	2.0148926
-39.878468	-92.339417	2.0246582
-39.877342	-94.210205	2.0344238
-39.877201	-90.599548	2.0441895
-39.875908	-90.77301	2.0539551
-39.874302	-89.585556	2.0637207
-39.874725	-87.104622	2.0734863
-39.873596	-89.270439	2.083252
-39.872257	-89.618721	2.0930176
-39.871296	-92.391037	2.1027832
-39.87112	-89.8461	2.1125488
-39.870678	-82.070091	2.1223145
-39.870228	-88.23851	2.1320801
-39.869312	-84.75174	2.1418457
-39.869244	-87.822311	2.1516113
-39.8671	-88.233475	2.161377
-39.8661	-86.121368	2.1711426
-39.866627	-87.663727	2.1809082
-39.865467	-82.192505	2.1906738
-39.863956	-79.638428	2.2004395
-39.864086	-83.870621	2.2102051
-39.862541	-86.353149	2.2199707
-39.861027	-86.055305	2.2297363
-39.861473	-81.687386	2.239502
-39.859741	-78.388962	2.2492676
-39.859253	-77.593414	2.2590332
-39.858082	-78.457085	2.2687988
-39.858101	-80.744827	2.2785645
-39.856922	-82.151924	2.2883301
-39.856228	-81.676712	2.2980957
-39.85471	-77.448524	2.3078613
-39.853859	-73.7687	2.317627
-39.85405	-72.732292	2.3273926
-39.852123	-78.271935	2.3371582
-39.852879	-80.328255	2.3469238
-39.850979	-79.43914	2.3566895
-39.850555	-72.219215	2.3664551
-39.849918	-70.575661	2.3762207
-39.848377	-73.634247	2.3859863
-39.846554	-72.6558	2.395752
-39.847202	-74.005539	2.4055176
-39.846519	-77.896248	2.4152832
-39.844395	-71.673225	2.4250488
-39.843674	-69.905823	2.4348145
-39.843472	-65.109291	2.4445801
-39.842667	-68.389626	2.4543457
-39.841225	-73.75045	2.4641113
-39.841702	-72.029541	2.473877
-39.841091	-68.660919	2.4836426
-39.839718	-65.913834	2.4934082
-39.838257	-64.697937	2.5031738
-39.838696	-67.192863	2.5129395
-39.83675	-64.735191	2.5227051
-39.83622	-69.332779	2.5324707
-39.835598	-68.209862	2.5422363
-39.834759	-65.484779	2.552002
-39.833714	-62.609547	2.5617676
-39.833099	-60.81451	2.5715332
-39.832787	-65.825562	2.5812988
-39.831768	-65.538887	2.5910645
-39.830441	-64.353569	2.6008301
-39.829166	-62.773048	2.6105957
-39.828545	-59.837135	2.6203613
-39.82822	-61.201546	2.630127
-39.828453	-58.747723	2.6398926
-39.826954	-59.589008	2.6496582
-39.826286	-62.621185	2.6594238
-39.824913	-64.227631	2.6691895
-39.824398	-58.29221	2.6789551
-39.822975	-56.254192	2.6887207
-39.822556	-55.922218	2.6984863
-39.822639	-57.842743	2.708252
-39.820904	-59.04771	2.7180176
-39.819752	-57.818592	2.7277832
-39.819664	-57.508221	2.7375488
-39.817501	-57.766945	2.7473145
-39.81797	-54.007133	2.7570801
-39.81599	-52.164398	2.7668457
-39.815899	-54.201504	2.7766113
-39.815189	-59.055363	2.786377
-39.813461	-57.6786	2.7961426
-39.813309	-51.19878	2.8059082
-39.812634	-52.282631	2.8156738
-39.811539	-49.932049	2.8254395
-39.811104	-51.270325	2.8352051
-39.810749	-53.044281	2.8449707
-39.809132	-53.376251	2.8547363
-39.809208	-53.705692	2.864502
-39.807529	-46.644138	2.8742676
-39.808075	-45.13488	2.8840332
-39.805759	-45.962517	2.8937988
-39.805267	-50.699707	2.9035645
-39.804302	-53.947296	2.9133301
-39.803036	-46.78233	2.9230957
-39.803448	-43.849705	2.9328613
-39.801186	-44.23106	2.942627
-39.801453	-43.533978	2.9523926
-39.800182	-47.040878	2.9621582
-39.80019	-47.762741	2.9719238
-39.799366	-47.571655	2.9816895
-39.798595	-43.549343	2.9914551
-39.797218	-38.180294	3.0012207
-39.796299	-38.753506	3.0109863
-39.795662	-41.833828	3.020752
-39.794727	-45.629761	3.0305176
-39.793255	-45.755978	3.0402832
-39.792828	-40.641148	3.0500488
-39.792404	-37.653984	3.0598145
-39.792149	-40.001801	3.0695801
-39.790188	-38.8265	3.0793457
-39.789886	-40.648075	3.0891113
-39.788067	-44.313026	3.098877
-39.788177	-40.112785	3.1086426
-39.787228	-37.98156	3.1184082
-39.787025	-33.054993	3.1281738
-39.785431	-36.423973	3.1379395
-39.785835	-39.990452	3.1477051
-39.784626	-39.024178	3.1574707
-39.784042	-38.012505	3.1672363
-39.782822	-32.860504	3.177002
-39.782742	-33.511036	3.1867676
-39.780872	-34.437569	3.1965332
-39.780743	-32.92337	3.2062988
-39.778793	-35.657314	3.2160645
-39.777275	-34.918312	3.2258301
-39.77858	-34.34911	3.2355957
-39.77697	-29.687057	3.2453613
-39.77644	-27.235786	3.255127
-39.774857	-30.579992	3.2648926
-39.774563	-30.654716	3.2746582
-39.77338	-31.36912	3.2844238
-39.773525	-31.546894	3.2941895
-39.771481	-28.689436	3.3039551
-39.771984	-28.72551	3.3137207
-39.770702	-27.02692	3.3234863
-39.770439	-25.277744	3.333252
-39.768539	-29.231367	3.3430176
-39.767578	-30.713316	3.3527832
-39.767338	-27.749214	3.3625488
-39.767086	-23.546406	3.3723145
-39.765217	-22.831182	3.3820801
-39.765739	-22.977442	3.3918457
-39.763912	-24.161383	3.4016113
-39.762974	-24.352301	3.411377
-39.761639	-26.24037	3.4211426
-39.761669	-23.449308	3.4309082
-39.760864	-20.393341	3.4406738
-39.761227	-17.939314	3.4504395
-39.75872	-18.957649	3.4602051
-39.757713	-24.854969	3.4699707
-39.757263	-24.705053	3.4797363
-39.756435	-20.32737	3.489502
-39.756088	-18.805653	3.4992676
-39.754589	-15.411753	3.5090332
-39.754967	-19.266935	3.5187988
-39.753494	-18.742941	3.5285645
-39.753189	-20.376865	3.5383301
-39.752781	-22.731508	3.5480957
-39.750385	-14.393666	3.5578613
-39.749001	-13.376523	3.567627
-39.749329	-10.474706	3.5773926
-39.748638	-15.7609	3.5871582
-39.746105	-21.719595	3.5969238
-39.747528	-16.437336	3.6066895
-39.746445	-12.427019	3.6164551
-39.745464	-10.609832	3.6262207
-39.743126	-11.48168	3.6359863
-39.743088	-13.391446	3.645752
-39.743084	-13.338958	3.6555176
-39.741817	-16.704647	3.6652832
-39.740673	-12.122674	3.6750488
-39.739864	-8.0180264	3.6848145
-39.740475	-6.0662727	3.6945801
-39.738583	-7.6946869	3.7043457
-39.738304	-13.301487	3.7141113
-39.737442	-13.055471	3.723877
-39.736687	-8.5998001	3.7336426
-39.734886	-5.0859165	3.7434082
-39.734852	-5.3198981	3.7531738
-39.733589	-4.2785611	3.7629395
-39.734058	-7.6634192	3.7727051
-39.7318	-9.3092527	3.7824707
-39.730434	-8.8957052	3.7922363
-39.730473	-6.0521049	3.802002
-39.72995	-1.6144444	3.8117676
-39.729126	-1.8348169	3.8215332
-39.727108	-5.2168789	3.8312988
-39.726357	-5.0237551	3.8410645
-39.726192	-5.0650787	3.8508301
-39.725597	-0.22596727	3.8605957
-39.725365	-1.0834605	3.8703613
-39.722263	-1.118425	3.880127
-39.723682	2.4825802	3.8898926
-39.721886	-1.4120411	3.8996582
-39.721951	-1.635738	3.9094238
-39.721603	-2.0923393	3.9191895
-39.720276	0.84955776	3.9289551
-39.719139	5.7622442	3.9387207
-39.718018	2.8062825	3.9484863
-39.716515	1.9431139	3.958252
-39.715706	1.6139637	3.9680176
-39.715954	1.3342985	3.9777832
-39.714199	2.2721813	3.9875488
-39.713703	2.106638	3.9973145
-39.714081	7.9274206	4.0070801
-39.713524	9.0763655	4.0168457
-39.711849	5.1624494	4.0266113
-39.71172	2.5640264	4.036377
-39.710014	4.3147435	4.0461426
-39.709969	8.1730022	4.0559082
-39.707794	10.3275	4.0656738
-39.707363	10.236993	4.0754395
-39.706955	8.4897757	4.0852051
-39.705967	8.4966116	4.0949707
-39.705074	6.2704535	4.1047363
-39.704967	8.2328749	4.114502
-39.704105	12.07856	4.1242676
-39.70393	17.265282	4.1340332
-39.701332	14.956426	4.1437988
-39.701286	8.0960197	4.1535645
-39.699715	7.9739642	4.1633301
-39.69986	11.603461	4.1730957
-39.69944	14.049857	4.1828613
-39.69735	18.238916	4.192627
-39.695751	13.727904	4.2023926
-39.697235	14.849538	4.2121582
-39.695385	11.809842	4.2219238
-39.694183	8.4807968	4.2316895
-39.69376	16.497744	4.2414551
-39.692616	20.269609	4.2512207
-39.69257	21.168888	4.2609863
-39.69043	17.799906	4.270752
-39.691921	12.255578	4.2805176
-39.690556	16.678957	4.2902832
-39.687958	18.230715	4.3000488
-39.68885	22.170858	4.3098145
-39.687183	22.788944	4.3195801
-39.686203	20.830597	4.3293457
-39.686459	21.046797	4.3391113
-39.684822	16.036358	4.348877
-39.684128	20.037773	4.3586426
-39.683567	23.993773	4.3684082
-39.682186	25.991117	4.3781738
-39.682274	25.63328	4.3879395
-39.681278	20.190712	4.3977051
-39.680832	20.209967	4.4074707
-39.67865	23.205645	4.4172363
-39.677753	24.696583	4.427002
-39.677448	27.071262	4.4367676
-39.677189	27.693163	4.4465332
-39.675915	26.660677	4.4562988
-39.674606	24.432045	4.4660645
-39.674801	25.850954	4.4758301
-39.673439	24.810162	4.4855957
-39.67326	31.089964	4.4953613
-39.671349	31.391375	4.505127
-39.670631	27.961166	4.5148926
-39.670776	29.001743	4.5246582
-39.669243	28.306665	4.5344238
-39.668728	30.798296	4.5441895
-39.667095	30.789948	4.5539551
-39.666161	32.265072	4.5637207
-39.666428	34.061954	4.5734863
-39.665188	34.175568	4.583252
-39.665188	32.696022	4.5930176
-39.663929	28.98921	4.6027832
-39.664623	31.621229	4.6125488
-39.662052	38.059113	4.6223145
-39.662003	34.742954	4.6320801
-39.660393	39.576382	4.6418457
-39.659435	34.734535	4.6516113
-39.659481	33.626965	4.661377
-39.657425	36.038914	4.6711426
-39.657093	34.881313	4.6809082
-39.656517	40.254089	4.6906738
-39.65414	42.507671	4.7004395
-39.654911	39.285503	4.7102051
-39.654213	35.586487	4.7199707
-39.653763	35.227291	4.7297363
-39.652569	39.972633	4.739502
-39.651943	42.769279	4.7492676
-39.650078	43.975441	4.7590332
-39.650524	42.650372	4.7687988
-39.649593	40.523178	4.7785645
-39.647858	39.84407	4.7883301
-39.646969	39.831623	4.7980957
-39.647137	44.187397	4.8078613
-39.645943	48.730732	4.817627
-39.645042	48.030418	4.8273926
-39.643673	42.956966	4.8371582
-39.643421	40.221481	4.8469238
-39.64164	43.536312	4.8566895
-39.641602	47.874466	4.8664551
-39.642025	50.244339	4.8762207
-39.640354	49.417931	4.8859863
-39.639366	48.221626	4.895752
-39.638496	45.551994	4.9055176
-39.638313	42.525257	4.9152832
-39.637012	49.233704	4.9250488
-39.636753	50.601292	4.9348145
-39.635468	55.58572	4.9445801
-39.634457	53.051674	4.9543457
-39.632931	45.918503	4.9641113
-39.633644	48.398254	4.973877
-39.632214	51.070137	4.9836426
-39.63113	54.052799	4.9934082
-39.63055	54.195953	5.0031738
-39.630596	53.988453	5.0129395
-39.627789	55.425415	5.0227051
-39.628521	50.047478	5.0324707
-39.627548	53.451675	5.0422363
-39.625679	55.746555	5.052002
-39.626167	57.299461	5.0617676
-39.624958	59.32468	5.0715332
-39.625435	55.121857	5.0812988
-39.622452	55.724556	5.0910645
-39.623634	56.846104	5.1008301
-39.621262	58.531693	5.1105957
-39.619621	59.743359	5.1203613
-39.620327	60.311554	5.130127
-39.619038	60.451752	5.1398926
-39.618397	61.394669	5.1496582
-39.617783	56.997822	5.1594238
-39.616379	59.02879	5.1691895
-39.616489	62.59325	5.1789551
-39.615635	63.817062	5.1887207
-39.613949	65.615547	5.1984863
-39.613464	62.637417	5.208252
-39.612995	61.671856	5.2180176
-39.611778	63.366196	5.2277832
-39.611732	62.328541	5.2375488
-39.609966	64.09655	5.2473145
-39.61026	67.405556	5.2570801
-39.608772	70.542831	5.2668457
-39.607231	67.559914	5.2766113
-39.606304	63.080727	5.286377
-39.606293	64.932701	5.2961426
-39.605637	68.497437	5.3059082
-39.605442	69.141441	5.3156738
-39.604275	72.85984	5.3254395
-39.602779	67.839493	5.3352051
-39.60128	68.826836	5.3449707
-39.600883	66.239403	5.3547363
-39.599586	67.883781	5.364502
-39.599373	72.863861	5.3742676
-39.598377	75.746696	5.3840332
-39.597782	74.363586	5.3937988
-39.597744	69.158974	5.4035645
-39.597092	67.16803	5.4133301
-39.596516	72.745651	5.4230957
-39.595085	76.040451	5.4328613
-39.593437	78.33857	5.442627
-39.593098	77.057503	5.4523926
-39.592243	74.606651	5.4621582
-39.592937	73.390213	5.4719238
-39.591515	70.269691	5.4816895
-39.589508	76.763245	5.4914551
-39.589706	81.604019	5.5012207
-39.5877	80.381462	5.5109863
-39.58762	77.790245	5.520752
-39.587681	74.264725	5.5305176
-39.585167	74.438148	5.5402832
-39.585354	80.314301	5.5500488
-39.585693	83.55027	5.5598145
-39.582867	83.563782	5.5695801
-39.581543	81.922165	5.5793457
-39.581921	78.892754	5.5891113
-39.581245	77.047935	5.598877
-39.579861	81.154732	5.6086426
-39.579266	83.214088	5.6184082
-39.578636	88.102585	5.6281738
-39.577675	85.866898	5.6379395
-39.575829	80.835106	5.6477051
-39.575375	82.089233	5.6574707
-39.574097	82.976578	5.6672363
-39.57452	87.054947	5.677002
-39.574203	87.191696	5.6867676
-39.573685	88.881905	5.6965332
-39.571072	88.865257	5.7062988
-39.571941	84.347954	5.7160645
-39.569309	85.326454	5.7258301
-39.570095	86.398666	5.7355957
-39.568176	90.468681	5.7453613
-39.567657	93.74781	5.755127
-39.566326	87.919411	5.7648926
-39.566917	88.479362	5.7746582
-39.565495	89.162056	5.7844238
-39.564407	88.583412	5.7941895
-39.564316	92.040207	5.8039551
-39.563274	91.744987	5.8137207
-39.563202	95.904823	5.8234863
-39.561295	95.270432	5.833252
-39.559971	91.401733	5.8430176
-39.559578	89.02565	5.8527832
-39.5583	92.645172	5.8625488
-39.558083	97.652473	5.8723145
-39.556057	97.726204	5.8820801
-39.557053	96.046715	5.8918457
-39.554691	94.735695	5.9016113
-39.554012	95.725067	5.911377
-39.554173	94.528954	5.9211426
-39.553013	95.052414	5.9309082
-39.552402	99.989334	5.9406738
-39.551361	102.35863	5.9504395
-39.55024	100.8455	5.9602051
-39.550133	95.169304	5.9699707
-39.550022	96.208046	5.9797363
-39.548325	100.28448	5.989502
-39.547802	101.92822	5.9992676
-39.547676	107.73186	6.0090332
-39.546268	101.16873	6.0187988
-39.545143	100.84598	6.0285645
-39.543873	99.604744	6.0383301
-39.542515	99.255096	6.0480957
-39.543388	104.85777	6.0578613
-39.541382	108.97546	6.067627
-39.541218	108.43424	6.0773926
-39.539841	102.54229	6.0871582
-39.539539	100.13015	6.0969238
-39.53981	103.81456	6.1066895
-39.537903	106.36575	6.1164551
-39.537186	110.45908	6.1262207
-39.536026	109.56888	6.1359863
-39.535187	107.1021	6.145752
-39.534031	107.8754	6.1555176
-39.533684	104.63451	6.1652832
-39.533562	108.54219	6.1750488
-39.53159	112.04779	6.1848145
-39.532307	114.85927	6.1945801
-39.529976	112.95232	6.2043457
-39.530479	107.24462	6.2141113
-39.52821	107.86045	6.223877
-39.527576	112.63897	6.2336426
-39.526531	114.09232	6.2434082
-39.525955	115.53558	6.2531738
-39.524715	114.36742	6.2629395
-39.524204	113.67273	6.2727051
-39.524967	111.39265	6.2824707
-39.521767	112.40639	6.2922363
-39.522499	114.9471	6.302002
-39.521004	120.5112	6.3117676
-39.521069	118.02799	6.3215332
-39.52095	114.89403	6.3312988
-39.519539	114.40872	6.3410645
-39.518356	114.76653	6.3508301
-39.518108	119.30803	6.3605957
-39.515923	118.42496	6.3703613
-39.515648	121.22673	6.380127
-39.514122	121.91811	6.3898926
-39.514496	118.93363	6.3996582
-39.514488	118.05049	6.4094238
-39.512127	116.86457	6.4191895
-39.511898	121.55287	6.4289551
-39.510975	125.20623	6.4387207
-39.510059	122.2999	6.4484863
-39.509762	123.68181	6.458252
-39.508457	122.34966	6.4680176
-39.50827	121.19427	6.4777832
-39.506584	123.69532	6.4875488
-39.505169	124.22701	6.4973145
-39.505283	128.06239	6.5070801
-39.504154	127.41899	6.5168457
-39.502754	123.46484	6.5266113
-39.502434	124.16161	6.536377
-39.501106	124.99569	6.5461426
-39.502033	129.36447	6.5559082
-39.500198	130.39447	6.5656738
-39.499821	129.52806	6.5754395
-39.498482	129.0542	6.5852051
-39.498486	126.92583	6.5949707
-39.497005	125.43735	6.6047363
-39.495758	127.8321	6.614502
-39.495918	130.14967	6.6242676
-39.495445	137.11247	6.6340332
-39.494934	134.24583	6.6437988
-39.49337	127.9593	6.6535645
-39.492287	129.10631	6.6633301
-39.492043	130.92494	6.6730957
-39.491356	133.5282	6.6828613
-39.489288	137.94736	6.692627
-39.489143	134.61458	6.7023926
-39.487507	134.41299	6.7121582
-39.486965	131.10458	6.7219238
-39.487541	129.87331	6.7316895
-39.48568	134.97342	6.7414551
-39.48447	138.73521	6.7512207
-39.484325	140.89806	6.7609863
-39.483555	137.80917	6.770752
-39.481728	131.73283	6.7805176
-39.481167	135.24864	6.7902832
-39.480999	137.38103	6.8000488
-39.479893	141.50089	6.8098145
-39.479149	141.85503	6.8195801
-39.478775	140.13141	6.8293457
-39.477077	139.84543	6.8391113
-39.475929	135.55426	6.848877
-39.475277	139.03493	6.8586426
-39.474976	142.44701	6.8684082
-39.475166	146.55544	6.8781738
-39.473633	145.28033	6.8879395
-39.47184	140.15245	6.8977051
-39.471935	140.06702	6.9074707
-39.471153	142.51463	6.9172363
-39.469959	143.45909	6.927002
-39.468922	146.27946	6.9367676
-39.468124	146.1163	6.9465332
-39.46772	146.27325	6.9562988
-39.467182	145.22102	6.9660645
-39.465672	144.33798	6.9758301
-39.464886	144.67603	6.9855957
-39.464401	150.86908	6.9953613
-39.463856	150.63586	7.005127
-39.462563	148.7332	7.0148926
-39.461697	146.60204	7.0246582
-39.46217	146.51942	7.0344238
-39.461086	149.74075	7.0441895
-39.460274	149.51276	7.0539551
-39.458382	150.98508	7.0637207
-39.457539	152.80333	7.0734863
-39.457684	151.61908	7.083252
-39.45541	150.50586	7.0930176
-39.455681	146.03793	7.1027832
-39.455204	152.27872	7.1125488
-39.453735	156.47719	7.1223145
-39.454292	153.73927	7.1320801
-39.451534	156.68524	7.1418457
-39.45113	152.27821	7.1516113
-39.449932	153.71248	7.161377
-39.450153	154.59729	7.1711426
-39.449841	153.3933	7.1809082
-39.449318	158.57071	7.1906738
-39.447979	160.83043	7.2004395
-39.446896	158.89182	7.2102051
-39.445328	154.45795	7.2199707
-39.445068	154.757	7.2297363
-39.443058	159.64189	7.239502
-39.443569	160.45564	7.2492676
-39.442207	163.42847	7.2590332
-39.440182	161.43814	7.2687988
-39.440781	159.20372	7.2785645
-39.438522	159.07469	7.2883301
-39.43898	158.1208	7.2980957
-39.437664	161.18719	7.3078613
-39.436695	167.03459	7.317627
-39.436546	167.11987	7.3273926
-39.436653	160.96133	7.3371582
-39.436329	160.13971	7.3469238
-39.434669	161.00102	7.3566895
-39.433884	166.40253	7.3664551
-39.43214	169.35876	7.3762207
-39.430866	166.73097	7.3859863
-39.430786	167.96178	7.395752
-39.430073	164.76532	7.4055176
-39.430588	161.51572	7.4152832
-39.429382	165.96298	7.4250488
-39.427258	169.61729	7.4348145
-39.426666	173.39857	7.4445801
-39.425957	169.78529	7.4543457
-39.425877	164.46896	7.4641113
-39.424442	166.31537	7.473877
-39.423912	167.00586	7.4836426
-39.423641	173.35966	7.4934082
-39.42165	172.66292	7.5031738
-39.421394	171.91006	7.5129395
-39.420444	172.58423	7.5227051
-39.419437	167.42513	7.5324707
-39.419643	169.88127	7.5422363
-39.418621	172.42526	7.552002
-39.417442	177.85258	7.5617676
-39.416267	178.09373	7.5715332
-39.415623	171.95734	7.5812988
-39.414482	171.76082	7.5910645
-39.414349	173.94144	7.6008301
-39.413242	174.80338	7.6105957
-39.412758	177.0954	7.6203613
-39.412632	177.45332	7.630127
-39.409981	178.78078	7.6398926
-39.410633	176.38734	7.6496582
-39.409706	174.11232	7.6594238
-39.409771	174.06221	7.6691895
