MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_hd_dimension_typei_4545_r0			Time:	20.018066	s	4/15/2019 3:12:21 PM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typei_hd_4545_dimension.tst
10.125394	-48.680447	1.7900391
10.125998	-41.267021	1.7998047
10.126016	-34.747299	1.8095703
10.128064	-34.855759	1.8193359
10.128377	-41.782803	1.8291016
10.128413	-45.471931	1.8388672
10.130762	-44.376091	1.8486328
10.130296	-40.230659	1.8583984
10.131443	-33.99931	1.8681641
10.132103	-34.84053	1.8779297
10.132526	-34.932831	1.8876953
10.133507	-39.651669	1.8974609
10.134692	-46.262531	1.9072266
10.135218	-38.858387	1.9169922
10.136178	-35.531155	1.9267578
10.137711	-29.160828	1.9365234
10.137535	-30.016136	1.9462891
10.139602	-38.947529	1.9560547
10.139524	-38.881264	1.9658203
10.140242	-36.364525	1.9755859
10.14138	-33.885258	1.9853516
10.142074	-28.474627	1.9951172
10.141575	-31.128645	2.0048828
10.143296	-28.364048	2.0146484
10.144213	-38.102516	2.0244141
10.145205	-37.045654	2.0341797
10.145846	-31.322186	2.0439453
10.146272	-27.422548	2.0537109
10.147611	-23.715614	2.0634766
10.149778	-32.055775	2.0732422
10.149543	-32.464729	2.0830078
10.150676	-32.124504	2.0927734
10.149877	-31.18713	2.1025391
10.152799	-28.338402	2.1123047
10.151958	-23.288904	2.1220703
10.152411	-21.492441	2.1318359
10.154121	-24.914324	2.1416016
10.15463	-30.689114	2.1513672
10.155723	-31.401899	2.1611328
10.15644	-24.851759	2.1708984
10.157754	-20.192028	2.1806641
10.158503	-21.551493	2.1904297
10.159328	-20.655256	2.2001953
10.159395	-26.61742	2.2099609
10.160653	-26.99239	2.2197266
10.161848	-26.934982	2.2294922
10.161621	-23.071606	2.2392578
10.16291	-15.797358	2.2490234
10.164677	-16.314142	2.2587891
10.165355	-21.650351	2.2685547
10.165364	-25.585394	2.2783203
10.166727	-26.168432	2.2880859
10.168201	-17.325092	2.2978516
10.16831	-17.970997	2.3076172
10.168677	-11.669739	2.3173828
10.169316	-16.322416	2.3271484
10.169512	-22.295206	2.3369141
10.171539	-21.765848	2.3466797
10.172152	-22.761265	2.3564453
10.172633	-13.473204	2.3662109
10.173167	-7.8357673	2.3759766
10.174109	-10.321198	2.3857422
10.175876	-15.928288	2.3955078
10.176846	-22.421497	2.4052734
10.178012	-17.139498	2.4150391
10.177193	-12.132119	2.4248047
10.177888	-9.5331259	2.4345703
10.179552	-7.319459	2.4443359
10.179993	-11.396143	2.4541016
10.181247	-13.85741	2.4638672
10.180594	-18.624077	2.4736328
10.182858	-13.453815	2.4833984
10.183466	-4.4254622	2.4931641
10.184437	-2.5759821	2.5029297
10.184258	-7.7637978	2.5126953
10.184427	-12.359773	2.5224609
10.18716	-13.667104	2.5322266
10.188009	-10.042495	2.5419922
10.187293	-3.421016	2.5517578
10.188105	-2.3037841	2.5615234
10.189987	-1.69646	2.5712891
10.1911	-5.2144241	2.5810547
10.192335	-13.53493	2.5908203
10.192291	-6.8048906	2.6005859
10.192575	-6.2212629	2.6103516
10.193735	3.3087232	2.6201172
10.194944	2.0625591	2.6298828
10.196964	-3.6358891	2.6396484
10.196789	-5.5918169	2.6494141
10.197451	-7.6296353	2.6591797
10.197623	-3.5805111	2.6689453
10.199001	0.79306126	2.6787109
10.199723	3.7270768	2.6884766
10.201485	4.411932	2.6982422
10.201504	-3.5358422	2.7080078
10.202284	-5.4831214	2.7177734
10.202574	-2.0958192	2.7275391
10.203518	4.038444	2.7373047
10.204556	9.0172691	2.7470703
10.205631	2.7766726	2.7568359
10.205875	2.6331477	2.7666016
10.205685	0.40576786	2.7763672
10.208179	-0.76981443	2.7861328
10.209287	3.6112149	2.7958984
10.208791	6.4005246	2.8056641
10.211007	10.804412	2.8154297
10.210573	8.9812384	2.8251953
10.211368	3.0251119	2.8349609
10.212552	0.71645182	2.8447266
10.213407	2.4753926	2.8544922
10.21483	9.5192757	2.8642578
10.215032	11.142085	2.8740234
10.21617	12.952821	2.8837891
10.216865	9.4941492	2.8935547
10.217448	6.2187829	2.9033203
10.219244	2.6636796	2.9130859
10.218172	8.5601606	2.9228516
10.219319	15.426666	2.9326172
10.221115	17.815842	2.9423828
10.221622	14.480379	2.9521484
10.222891	5.5812378	2.9619141
10.222054	6.4725461	2.9716797
10.223157	11.400737	2.9814453
10.223977	13.579813	2.9912109
10.226233	21.31986	3.0009766
10.226676	19.273207	3.0107422
10.22687	14.204567	3.0205078
10.22902	9.6134501	3.0302734
10.228539	8.883625	3.0400391
10.230096	18.213673	3.0498047
10.231057	24.234766	3.0595703
10.230859	24.07012	3.0693359
10.232408	16.996834	3.0791016
10.233261	11.339808	3.0888672
10.233644	16.763376	3.0986328
10.234534	15.851343	3.1083984
10.235889	24.510637	3.1181641
10.236288	25.479626	3.1279297
10.237272	21.382942	3.1376953
10.238638	20.266674	3.1474609
10.238456	13.054028	3.1572266
10.23916	17.881638	3.1669922
10.240965	26.389265	3.1767578
10.241143	27.748096	3.1865234
10.242118	28.030512	3.1962891
10.242583	21.496641	3.2060547
10.244001	18.965609	3.2158203
10.243355	22.196405	3.2255859
10.246017	25.081457	3.2353516
10.245131	29.723297	3.2451172
10.247461	31.50931	3.2548828
10.248691	27.607586	3.2646484
10.247985	21.696745	3.2744141
10.24934	22.218086	3.2841797
10.248936	25.110523	3.2939453
10.250523	33.414894	3.3037109
10.250951	34.518208	3.3134766
10.253802	30.481623	3.3232422
10.253222	25.924746	3.3330078
10.253568	25.937641	3.3427734
10.254255	28.140108	3.3525391
10.254883	30.739029	3.3623047
10.256569	36.411278	3.3720703
10.256983	37.611538	3.3818359
10.258272	31.356894	3.3916016
10.258776	29.495634	3.4013672
10.260184	27.446754	3.4111328
10.26025	35.136284	3.4208984
10.26135	40.319569	3.4306641
10.263193	36.872723	3.4404297
10.263388	37.296242	3.4501953
10.263065	35.723461	3.4599609
10.264065	32.486816	3.4697266
10.266316	32.005119	3.4794922
10.265185	35.920712	3.4892578
10.267447	43.538891	3.4990234
10.268031	42.920921	3.5087891
10.268779	37.426357	3.5185547
10.269096	32.411148	3.5283203
10.269818	34.595203	3.5380859
10.272082	41.257954	3.5478516
10.272595	42.974621	3.5576172
10.273302	44.805649	3.5673828
10.273529	44.122059	3.5771484
10.274894	38.383293	3.5869141
10.276776	38.103382	3.5966797
10.276563	39.00893	3.6064453
10.277506	44.353745	3.6162109
10.277646	52.290535	3.6259766
10.278283	48.467747	3.6357422
10.280354	41.946465	3.6455078
10.280077	39.132896	3.6552734
10.280997	39.5653	3.6650391
10.28168	46.324795	3.6748047
10.282596	51.550587	3.6845703
10.284287	50.8918	3.6943359
10.285036	49.329357	3.7041016
10.285618	43.871834	3.7138672
10.285744	41.016953	3.7236328
10.286412	46.795475	3.7333984
10.2874	54.379673	3.7431641
10.287827	58.909527	3.7529297
10.289036	51.722683	3.7626953
10.290102	46.462612	3.7724609
10.291694	47.062428	3.7822266
10.291355	50.111351	3.7919922
10.292904	55.738152	3.8017578
10.293754	59.162422	3.8115234
10.294343	58.871826	3.8212891
10.2956	53.256367	3.8310547
10.294874	46.031998	3.8408203
10.29661	50.640568	3.8505859
10.297412	56.973873	3.8603516
10.29736	60.698086	3.8701172
10.298604	61.491974	3.8798828
10.299656	54.290447	3.8896484
10.300331	52.994282	3.8994141
10.301743	53.69949	3.9091797
10.301824	55.342136	3.9189453
10.303689	60.764736	3.9287109
10.303143	63.322044	3.9384766
10.305229	64.282402	3.9482422
10.30461	56.000195	3.9580078
10.305466	54.747059	3.9677734
10.307065	58.594933	3.9775391
10.308437	62.644676	3.9873047
10.30829	66.800644	3.9970703
10.308545	65.018799	4.0068359
10.31039	61.745605	4.0166016
10.31219	60.912712	4.0263672
10.311768	60.829082	4.0361328
10.312046	59.85202	4.0458984
10.313273	67.637085	4.0556641
10.316353	71.652306	4.0654297
10.315035	65.781563	4.0751953
10.315797	64.847939	4.0849609
10.317417	59.251804	4.0947266
10.317153	64.505943	4.1044922
10.318259	69.647461	4.1142578
10.320243	70.672134	4.1240234
10.319921	71.083366	4.1337891
10.32075	67.769157	4.1435547
10.321873	66.323952	4.1533203
10.322249	62.430756	4.1630859
10.324487	65.91449	4.1728516
10.323028	75.318771	4.1826172
10.325151	76.303192	4.1923828
10.326342	73.519058	4.2021484
10.326356	68.325142	4.2119141
10.327757	65.906403	4.2216797
10.327273	70.63755	4.2314453
10.328371	71.880951	4.2412109
10.330111	79.743156	4.2509766
10.330575	78.061729	4.2607422
10.330985	71.496193	4.2705078
10.332371	69.045204	4.2802734
10.334243	66.89534	4.2900391
10.334445	76.129997	4.2998047
10.334683	84.674797	4.3095703
10.334915	82.787758	4.3193359
10.336579	75.901634	4.3291016
10.33749	70.474411	4.3388672
10.338091	72.67263	4.3486328
10.338591	77.201607	4.3583984
10.339252	82.981506	4.3681641
10.339574	85.365814	4.3779297
10.34168	83.866608	4.3876953
10.34281	77.06768	4.3974609
10.342141	73.283844	4.4072266
10.343699	76.624176	4.4169922
10.344224	86.557686	4.4267578
10.344909	90.105293	4.4365234
10.345863	85.786461	4.4462891
10.347096	80.725716	4.4560547
10.346603	79.993919	4.4658203
10.348141	79.566551	4.4755859
10.350088	87.05938	4.4853516
10.349846	88.213394	4.4951172
10.351193	90.793907	4.5048828
10.351765	90.675713	4.5146484
10.353226	79.801491	4.5244141
10.353157	82.210388	4.5341797
10.353858	85.859818	4.5439453
10.354942	92.494194	4.5537109
10.355138	94.850868	4.5634766
10.357351	87.847481	4.5732422
10.356983	88.098923	4.5830078
10.357827	85.342651	4.5927734
10.359128	86.419006	4.6025391
10.359719	91.488159	4.6123047
10.360792	95.042213	4.6220703
10.361214	98.774513	4.6318359
10.362468	90.979095	4.6416016
10.364238	87.210068	4.6513672
10.363989	89.019653	4.6611328
10.364065	92.529968	4.6708984
10.365784	98.950439	4.6806641
10.365061	96.719536	4.6904297
10.36676	94.967117	4.7001953
10.367681	96.090866	4.7099609
10.369986	91.442848	4.7197266
10.369821	94.975449	4.7294922
10.36992	97.386215	4.7392578
10.371253	102.99953	4.7490234
10.372722	101.47929	4.7587891
10.372173	97.975945	4.7685547
10.373738	92.530876	4.7783203
10.375231	96.998543	4.7880859
10.375616	99.667236	4.7978516
10.376239	100.57545	4.8076172
10.377337	106.50644	4.8173828
10.377862	103.43101	4.8271484
10.37776	100.75361	4.8369141
10.378721	93.890236	4.8466797
10.380265	98.077515	4.8564453
10.38177	105.73371	4.8662109
10.381399	108.2985	4.8759766
10.382596	108.57579	4.8857422
10.38338	102.01855	4.8955078
10.384494	97.711525	4.9052734
10.384672	104.70426	4.9150391
10.386569	103.20197	4.9248047
10.386683	112.64232	4.9345703
10.386922	112.845	4.9443359
10.388608	108.51431	4.9541016
10.390004	104.9585	4.9638672
10.390028	99.404961	4.9736328
10.391362	107.48258	4.9833984
10.391505	115.54542	4.9931641
10.392323	116.00915	5.0029297
10.392902	113.89725	5.0126953
10.393889	104.42964	5.0224609
10.394662	106.78943	5.0322266
10.395579	106.72158	5.0419922
10.396666	114.23952	5.0517578
10.397882	119.96764	5.0615234
10.39699	117.18893	5.0712891
10.398929	113.50561	5.0810547
10.398984	106.55826	5.0908203
10.400415	106.98271	5.1005859
10.401184	116.92553	5.1103516
10.401155	122.1326	5.1201172
10.403024	119.92276	5.1298828
10.403281	117.01985	5.1396484
10.404842	113.948	5.1494141
10.405334	112.91521	5.1591797
10.40585	115.41783	5.1689453
10.407271	120.36087	5.1787109
10.40803	125.91769	5.1884766
10.408308	122.97984	5.1982422
10.409304	116.17136	5.2080078
10.410403	115.65893	5.2177734
10.411579	116.25528	5.2275391
10.412616	124.75959	5.2373047
10.41222	125.41625	5.2470703
10.41457	123.61665	5.2568359
10.414248	123.53062	5.2666016
10.415499	119.27707	5.2763672
10.416656	117.26357	5.2861328
10.416887	121.27862	5.2958984
10.417437	125.79597	5.3056641
10.418354	133.03638	5.3154297
10.419989	124.61495	5.3251953
10.419415	122.03639	5.3349609
10.421509	120.49772	5.3447266
10.422071	123.50537	5.3544922
10.422297	129.4187	5.3642578
10.423715	129.03584	5.3740234
10.423843	130.42453	5.3837891
10.42573	130.01511	5.3935547
10.424907	123.62134	5.4033203
10.425651	123.07832	5.4130859
10.427494	126.30177	5.4228516
10.428137	132.66737	5.4326172
10.429026	135.80534	5.4423828
10.429458	130.99046	5.4521484
10.431334	127.45827	5.4619141
10.431408	123.53143	5.4716797
10.432351	129.09784	5.4814453
10.433592	133.50273	5.4912109
10.433411	136.75552	5.5009766
10.434717	137.6322	5.5107422
10.435595	132.54774	5.5205078
10.435509	125.63482	5.5302734
10.437571	128.21202	5.5400391
10.438848	135.52718	5.5498047
10.438317	141.52107	5.5595703
10.439245	142.15479	5.5693359
10.43995	134.80861	5.5791016
10.441002	131.51788	5.5888672
10.44277	131.82559	5.5986328
10.443214	133.15393	5.6083984
10.443151	141.27191	5.6181641
10.444103	143.24667	5.6279297
10.445115	141.08955	5.6376953
10.446012	136.71046	5.6474609
10.448157	128.96597	5.6572266
10.446748	136.80351	5.6669922
10.448015	143.08234	5.6767578
10.449883	147.88065	5.6865234
10.449963	143.78453	5.6962891
10.450545	136.39627	5.7060547
10.452383	138.05946	5.7158203
10.452147	136.19235	5.7255859
10.453585	142.51201	5.7353516
10.454736	149.52156	5.7451172
10.454067	148.92336	5.7548828
10.455398	147.78674	5.7646484
10.456162	138.44453	5.7744141
10.457208	137.44839	5.7841797
10.458384	144.11198	5.7939453
10.460306	150.09604	5.8037109
10.459684	150.79449	5.8134766
10.46095	149.19104	5.8232422
10.461294	145.43147	5.8330078
10.462216	143.83173	5.8427734
10.463026	143.69365	5.8525391
10.464352	149.16644	5.8623047
10.465207	154.84528	5.8720703
10.466852	156.48528	5.8818359
10.467031	147.77162	5.8916016
10.46744	145.40562	5.9013672
10.468806	145.94901	5.9111328
10.468122	151.80556	5.9208984
10.468798	155.59856	5.9306641
10.470399	156.12077	5.9404297
10.471235	155.4976	5.9501953
10.473301	151.34	5.9599609
10.473412	149.80525	5.9697266
10.474799	149.50722	5.9794922
10.474771	155.26765	5.9892578
10.474244	162.87195	5.9990234
10.476445	158.30812	6.0087891
10.476953	156.35243	6.0185547
10.478312	152.9417	6.0283203
10.479115	153.4071	6.0380859
10.479914	160.04962	6.0478516
10.481152	159.19495	6.0576172
10.481061	162.61781	6.0673828
10.481008	162.05673	6.0771484
10.482712	156.22441	6.0869141
10.484161	153.8679	6.0966797
10.483615	155.49672	6.1064453
10.484915	164.77974	6.1162109
10.486206	166.94395	6.1259766
10.48629	165.81343	6.1357422
10.487313	163.16599	6.1455078
10.488802	157.4751	6.1552734
10.488853	161.72968	6.1650391
10.491001	162.2444	6.1748047
10.491228	167.93459	6.1845703
10.491179	171.99541	6.1943359
10.492514	165.94719	6.2041016
10.493713	161.76328	6.2138672
10.493401	157.62442	6.2236328
10.494733	164.75174	6.2333984
10.495249	173.34067	6.2431641
10.496926	174.16725	6.2529297
10.497152	167.73656	6.2626953
10.498486	164.00417	6.2724609
10.498873	163.51715	6.2822266
10.500681	164.94899	6.2919922
10.500085	170.84352	6.3017578
10.501031	174.38765	6.3115234
10.502169	176.56683	6.3212891
10.50252	170.58124	6.3310547
10.504446	162.6922	6.3408203
10.504669	166.90016	6.3505859
10.505547	171.27101	6.3603516
10.506325	178.43292	6.3701172
10.507375	178.21118	6.3798828
10.508134	173.05006	6.3896484
10.509356	172.66486	6.3994141
10.509625	168.39677	6.4091797
10.510572	174.1438	6.4189453
10.511798	181.62607	6.4287109
10.511887	182.18329	6.4384766
10.513163	182.31166	6.4482422
10.513915	171.12274	6.4580078
10.514471	172.5759	6.4677734
10.515024	175.30199	6.4775391
10.514595	178.47754	6.4873047
10.516441	185.28983	6.4970703
10.518416	181.4718	6.5068359
10.518724	179.11726	6.5166016
10.519037	177.99667	6.5263672
10.519987	174.20766	6.5361328
10.520658	179.05402	6.5458984
10.521892	186.1586	6.5556641
10.521922	188.5771	6.5654297
10.523582	182.23976	6.5751953
10.52412	180.07501	6.5849609
10.525077	178.89586	6.5947266
10.525597	183.19176	6.6044922
10.526569	187.21078	6.6142578
10.528219	188.38721	6.6240234
10.528738	188.02937	6.6337891
10.529387	185.69742	6.6435547
10.529541	182.15642	6.6533203
10.530412	181.41817	6.6630859
10.531258	184.80746	6.6728516
10.531981	193.14699	6.6826172
10.532714	192.7323	6.6923828
10.533856	190.92905	6.7021484
10.535418	184.86011	6.7119141
10.534406	184.75134	6.7216797
10.537096	188.21904	6.7314453
10.537062	190.17299	6.7412109
10.537539	196.72935	6.7509766
10.538579	194.84853	6.7607422
10.539975	191.3055	6.7705078
10.540835	185.58237	6.7802734
10.541669	185.65334	6.7900391
10.541729	195.5923	6.7998047
10.543499	198.75917	6.8095703
10.543462	199.67676	6.8193359
10.544259	195.37604	6.8291016
10.545538	189.05588	6.8388672
10.545247	191.80498	6.8486328
10.546043	190.91066	6.8583984
10.548306	200.17168	6.8681641
10.548367	204.12592	6.8779297
10.550224	201.25214	6.8876953
10.549833	196.18478	6.8974609
10.551369	189.79146	6.9072266
10.552728	194.36156	6.9169922
10.552197	203.39159	6.9267578
10.552616	205.35472	6.9365234
10.554943	203.96815	6.9462891
10.554423	197.72037	6.9560547
10.555833	195.98317	6.9658203
10.555497	194.71796	6.9755859
10.558871	200.69281	6.9853516
10.559042	207.32414	6.9951172
10.558822	209.91293	7.0048828
10.559647	204.99184	7.0146484
10.561369	198.34908	7.0244141
10.561467	197.94096	7.0341797
10.562943	204.19966	7.0439453
10.563005	211.09821	7.0537109
10.563231	211.02075	7.0634766
10.564721	207.74359	7.0732422
10.566239	207.2748	7.0830078
10.566225	201.25616	7.0927734
10.567057	204.84233	7.1025391
10.567651	208.8522	7.1123047
10.567993	214.07899	7.1220703
10.56995	215.46689	7.1318359
10.571191	205.64783	7.1416016
10.571358	205.1107	7.1513672
10.572231	204.83939	7.1611328
10.573214	210.01239	7.1708984
10.5734	215.09885	7.1806641
10.573859	214.80435	7.1904297
10.574392	215.47398	7.2001953
10.575854	209.49197	7.2099609
10.577114	208.19528	7.2197266
10.578545	211.03249	7.2294922
10.578243	215.14706	7.2392578
10.580051	222.27042	7.2490234
10.579742	216.93231	7.2587891
10.581038	213.48689	7.2685547
10.581186	212.3089	7.2783203
10.582808	212.09897	7.2880859
10.583327	217.22572	7.2978516
10.583072	219.29533	7.3076172
10.584869	224.08212	7.3173828
10.585893	222.1109	7.3271484
10.587266	214.00735	7.3369141
10.587932	212.4409	7.3466797
10.588268	217.87344	7.3564453
10.588761	223.43575	7.3662109
10.58993	225.46608	7.3759766
10.590942	224.84126	7.3857422
10.591963	219.44298	7.3955078
10.592483	219.06638	7.4052734
10.594627	218.19321	7.4150391
10.593394	219.57701	7.4248047
10.595859	228.87004	7.4345703
10.59605	229.13228	7.4443359
10.596242	225.6526	7.4541016
10.597261	220.14142	7.4638672
10.599376	216.1998	7.4736328
10.599763	225.48972	7.4833984
10.599634	229.10585	7.4931641
10.599801	232.98935	7.5029297
10.602535	228.646	7.5126953
10.601747	223.84769	7.5224609
10.603096	223.2238	7.5322266
10.605068	221.45322	7.5419922
10.604561	231.84702	7.5517578
10.605152	235.55678	7.5615234
10.606544	235.4689	7.5712891
10.606986	229.10532	7.5810547
10.608109	221.49176	7.5908203
10.608816	225.06174	7.6005859
10.609204	232.81198	7.6103516
10.60997	236.06032	7.6201172
10.611554	237.89409	7.6298828
10.612157	230.79416	7.6396484
10.613527	229.14091	7.6494141
10.614153	226.04147	7.6591797
10.614512	229.54388	7.6689453
10.61491	239.16544	7.6787109
10.614829	241.61903	7.6884766
10.616276	238.75845	7.6982422
10.618733	231.95576	7.7080078
10.61911	229.65352	7.7177734
10.618956	235.4718	7.7275391
10.620543	241.26942	7.7373047
10.620983	241.96158	7.7470703
10.621431	242.87894	7.7568359
10.623178	240.84061	7.7666016
10.623526	234.032	7.7763672
10.62366	236.72774	7.7861328
10.626563	237.96382	7.7958984
10.626058	246.01546	7.8056641
10.626883	247.95883	7.8154297
10.626593	240.37622	7.8251953
10.628237	239.89639	7.8349609
10.630314	236.9034	7.8447266
10.630551	241.28448	7.8544922
10.629998	243.51321	7.8642578
10.630782	246.83344	7.8740234
10.631938	250.03067	7.8837891
10.633302	244.10098	7.8935547
10.634161	242.11955	7.9033203
10.635058	240.48947	7.9130859
10.634418	244.12939	7.9228516
10.637279	253.24857	7.9326172
10.637829	249.76604	7.9423828
10.638101	248.02766	7.9521484
10.63866	244.18764	7.9619141
10.639818	242.09407	7.9716797
10.641021	247.94604	7.9814453
10.642235	249.30684	7.9912109
10.642504	254.10118	8.0009766
10.643023	255.49513	8.0107422
10.642894	248.50766	8.0205078
10.644934	243.89018	8.0302734
10.64531	244.55305	8.0400391
10.64659	253.39276	8.0498047
10.646012	257.77451	8.0595703
10.6476	256.94885	8.0693359
10.647943	253.73882	8.0791016
10.649274	248.35429	8.0888672
10.650546	247.10045	8.0986328
10.651041	251.13972	8.1083984
10.651499	256.89545	8.1181641
10.652274	263.08221	8.1279297
10.65383	258.69113	8.1376953
10.654471	251.38918	8.1474609
10.655533	247.70088	8.1572266
