MTS793|BTW|ENU|1|2|.|/|:|1|0|0|A

Data Header:			0.254_hd_uprint_typei_090_r0			Time:	20.018799	s	4/15/2019 4:00:09 PM
Data Acquisition:	Timed
Station Name:	ft40.cfg
Test File Name:	monotonic_0.2540_typei_hd_090_uprint.tst
10.122935	-64.762543	1.7902832
10.122974	-66.388802	1.8000488
10.124079	-69.602501	1.8098145
10.124825	-64.687599	1.8195801
10.125712	-63.072182	1.8293457
10.127497	-63.007713	1.8391113
10.127567	-59.076893	1.848877
10.127991	-61.838593	1.8586426
10.129136	-65.258324	1.8684082
10.12993	-65.042923	1.8781738
10.131091	-66.054382	1.8879395
10.130064	-56.848953	1.8977051
10.131911	-55.750977	1.9074707
10.133475	-58.865707	1.9172363
10.134422	-61.970074	1.927002
10.135224	-66.324974	1.9367676
10.136386	-61.157631	1.9465332
10.13586	-59.299606	1.9562988
10.13693	-55.592415	1.9660645
10.138245	-54.588898	1.9758301
10.138617	-58.194782	1.9855957
10.1394	-60.190323	1.9953613
10.140113	-63.486397	2.005127
10.141211	-57.075264	2.0148926
10.141829	-49.975765	2.0246582
10.142863	-51.964886	2.0344238
10.143503	-53.129158	2.0441895
10.14465	-59.393482	2.0539551
10.145922	-58.297638	2.0637207
10.145947	-55.969433	2.0734863
10.147156	-52.067108	2.083252
10.147715	-48.442673	2.0930176
10.14853	-48.971107	2.1027832
10.147954	-53.428593	2.1125488
10.149468	-60.106312	2.1223145
10.151542	-56.047386	2.1320801
10.151573	-50.480556	2.1418457
10.152716	-45.692783	2.1516113
10.153402	-46.398499	2.161377
10.155066	-52.386192	2.1711426
10.15535	-51.351742	2.1809082
10.156033	-54.827377	2.1906738
10.15692	-48.460476	2.2004395
10.15624	-46.476978	2.2102051
10.15815	-44.753708	2.2199707
10.159537	-44.256531	2.2297363
10.159128	-54.094463	2.239502
10.160442	-50.746178	2.2492676
10.161614	-46.914818	2.2590332
10.162415	-42.009846	2.2687988
10.162803	-41.385414	2.2785645
10.164707	-45.202717	2.2883301
10.16489	-44.90472	2.2980957
10.165699	-46.933853	2.3078613
10.166275	-47.753788	2.317627
10.16716	-42.592873	2.3273926
10.168552	-40.847942	2.3371582
10.168683	-37.596481	2.3469238
10.169957	-44.139008	2.3566895
10.171168	-46.055458	2.3664551
10.171427	-44.998367	2.3762207
10.171568	-44.122665	2.3859863
10.172246	-38.079044	2.395752
10.173801	-38.677814	2.4055176
10.17454	-38.798859	2.4152832
10.175309	-39.699009	2.4250488
10.175488	-43.284325	2.4348145
10.177268	-42.385799	2.4445801
10.177189	-40.304676	2.4543457
10.179215	-33.575836	2.4641113
10.179581	-33.914196	2.473877
10.179916	-35.348854	2.4836426
10.180718	-41.954941	2.4934082
10.181743	-38.19117	2.5031738
10.184079	-36.817036	2.5129395
10.18377	-35.990166	2.5227051
10.183542	-31.870079	2.5324707
10.184961	-32.20644	2.5422363
10.186947	-36.942024	2.552002
10.1866	-38.535389	2.5617676
10.186857	-40.512589	2.5715332
10.188396	-31.089983	2.5812988
10.187983	-28.36269	2.5910645
10.190031	-27.788363	2.6008301
10.191062	-34.239277	2.6105957
10.19133	-38.084579	2.6203613
10.192681	-33.217388	2.630127
10.193872	-33.258568	2.6398926
10.19371	-27.363939	2.6496582
10.195725	-25.66136	2.6594238
10.195546	-28.118084	2.6691895
10.196384	-31.69684	2.6789551
10.197921	-37.538635	2.6887207
10.198661	-30.521902	2.6984863
10.198975	-24.029758	2.708252
10.199162	-23.085257	2.7180176
10.200963	-25.036306	2.7277832
10.201549	-32.281143	2.7375488
10.201056	-29.378952	2.7473145
10.202329	-28.462044	2.7570801
10.203571	-25.473104	2.7668457
10.204281	-20.572609	2.7766113
10.205575	-20.616356	2.786377
10.206265	-23.494186	2.7961426
10.206994	-29.762156	2.8059082
10.208092	-28.679359	2.8156738
10.208616	-23.168827	2.8254395
10.209414	-18.437477	2.8352051
10.210526	-18.329506	2.8449707
10.211581	-23.032799	2.8547363
10.212011	-25.72401	2.864502
10.212264	-25.812809	2.8742676
10.213137	-23.687786	2.8840332
10.214493	-18.670092	2.8937988
10.214635	-15.854506	2.9035645
10.21593	-14.682953	2.9133301
10.216282	-22.934534	2.9230957
10.218161	-21.039618	2.9328613
10.21831	-20.57501	2.942627
10.21978	-16.161669	2.9523926
10.220313	-12.925016	2.9621582
10.220924	-16.783482	2.9719238
10.221193	-15.066683	2.9816895
10.22264	-18.461557	2.9914551
10.223125	-19.652985	3.0012207
10.224782	-19.197191	3.0109863
10.224934	-16.814646	3.020752
10.224517	-9.4078398	3.0305176
10.22644	-12.895242	3.0402832
10.226871	-17.102938	3.0500488
10.228857	-17.371584	3.0598145
10.228357	-16.199286	3.0695801
10.229357	-10.517314	3.0793457
10.231004	-11.09681	3.0891113
10.23102	-7.8872099	3.098877
10.23243	-7.9098186	3.1086426
10.233336	-14.036925	3.1184082
10.233051	-15.311737	3.1281738
10.235492	-13.138979	3.1379395
10.235687	-7.0505128	3.1477051
10.237787	-4.2186365	3.1574707
10.236818	-7.4639573	3.1672363
10.237336	-12.600486	3.177002
10.239417	-12.832747	3.1867676
10.23985	-10.587792	3.1965332
10.240528	-8.0596504	3.2062988
10.24091	-3.7243466	3.2160645
10.242374	-2.2457964	3.2258301
10.242	-4.3667493	3.2355957
10.243022	-10.063965	3.2453613
10.243542	-12.012457	3.255127
10.245239	-5.0164123	3.2648926
10.246274	-0.30320844	3.2746582
10.246283	0.37315422	3.2844238
10.247966	-2.5506701	3.2941895
10.249386	-10.707444	3.3039551
10.24902	-4.5324893	3.3137207
10.249883	-6.0907254	3.3234863
10.251793	1.1011664	3.333252
10.251675	2.9086599	3.3430176
10.252257	2.5002594	3.3527832
10.253513	-0.66154414	3.3625488
10.2552	-9.5682354	3.3723145
10.255877	-2.437211	3.3820801
10.255887	4.011879	3.3918457
10.257377	5.7997775	3.4016113
10.256949	5.6187401	3.411377
10.259639	-0.58001524	3.4211426
10.257831	-0.23786727	3.4309082
10.259761	-0.1228651	3.4406738
10.261123	1.6487627	3.4504395
10.261288	8.103528	3.4602051
10.263188	7.4556775	3.4699707
10.261887	7.5195279	3.4797363
10.262719	-0.015858404	3.489502
10.265093	0.43417662	3.4992676
10.265149	5.3044415	3.5090332
10.266242	10.740779	3.5187988
10.267068	11.521674	3.5285645
10.268363	8.1376648	3.5383301
10.268852	5.1195517	3.5480957
10.26958	5.9767547	3.5578613
10.269901	5.1332016	3.567627
10.270467	7.3521509	3.5773926
10.272408	12.072594	3.5871582
10.272799	14.93581	3.5969238
10.273491	10.329096	3.6066895
10.274675	8.6281738	3.6164551
10.275021	5.8041482	3.6262207
10.276293	12.075856	3.6359863
10.276931	15.624213	3.645752
10.276905	12.317502	3.6555176
10.278915	15.244148	3.6652832
10.278808	10.98287	3.6750488
10.279794	10.262222	3.6848145
10.280576	12.102816	3.6945801
10.280744	12.645689	3.7043457
10.283453	20.982309	3.7141113
10.283074	18.712183	3.723877
10.284734	16.365208	3.7336426
10.284712	13.966516	3.7434082
10.285895	11.129575	3.7531738
10.286357	18.161797	3.7629395
10.287897	19.403542	3.7727051
10.288294	22.118895	3.7824707
10.289344	22.127851	3.7922363
10.289352	18.450714	3.802002
10.290771	17.112011	3.8117676
10.291439	14.361224	3.8215332
10.292017	23.053318	3.8312988
10.293663	27.723125	3.8410645
10.29402	24.510445	3.8508301
10.294126	21.600121	3.8605957
10.295796	17.214136	3.8703613
10.297253	19.997412	3.880127
10.297971	22.18611	3.8898926
10.299019	28.188923	3.8996582
10.298825	29.063112	3.9094238
10.30014	27.056566	3.9191895
10.299965	21.433245	3.9289551
10.300624	18.318613	3.9387207
10.301905	25.453024	3.9484863
10.302978	30.23403	3.958252
10.303955	33.051346	3.9680176
10.304442	30.509346	3.9777832
10.305873	25.15929	3.9875488
10.30678	25.539768	3.9973145
10.306887	24.829647	4.0070801
10.308059	30.678564	4.0168457
10.308359	34.585976	4.0266113
10.308722	33.868523	4.036377
10.310457	32.504219	4.0461426
10.312087	21.739275	4.0559082
10.310839	28.450319	4.0656738
10.312091	32.592865	4.0754395
10.313534	37.453468	4.0852051
10.314577	39.443256	4.0949707
10.315846	30.761206	4.1047363
10.315906	32.922523	4.114502
10.317763	30.38077	4.1242676
10.31838	31.884783	4.1340332
10.317819	37.301235	4.1437988
10.318757	38.739876	4.1535645
10.319763	41.937958	4.1633301
10.321712	34.406803	4.1730957
10.321351	31.947136	4.1828613
10.322135	35.116337	4.192627
10.32307	38.925079	4.2023926
10.325171	41.193008	4.2121582
10.32412	40.190994	4.2219238
10.326366	39.363895	4.2316895
10.325505	38.143887	4.2414551
10.327676	36.545162	4.2512207
10.327782	38.473316	4.2609863
10.327885	43.22884	4.270752
10.330096	47.800964	4.2805176
10.331347	44.447449	4.2902832
10.330107	42.102524	4.3000488
10.332173	38.100388	4.3098145
10.333635	43.179657	4.3195801
10.333394	45.837181	4.3293457
10.335378	46.177254	4.3391113
10.335172	48.984444	4.348877
10.336058	46.825665	4.3586426
10.336717	43.183479	4.3684082
10.33769	42.290131	4.3781738
10.338245	41.631893	4.3879395
10.339225	50.93795	4.3977051
10.340688	51.464901	4.4074707
10.341791	49.963936	4.4172363
10.342599	44.815632	4.427002
10.343348	41.232967	4.4367676
10.343805	50.143059	4.4465332
10.345012	48.564503	4.4562988
10.345539	54.764614	4.4660645
10.346272	56.606415	4.4758301
10.347015	48.684719	4.4855957
10.347511	49.613617	4.4953613
10.349738	44.166328	4.505127
10.350142	50.931519	4.5148926
10.349968	59.717056	4.5246582
10.3508	59.070301	4.5344238
10.352186	55.436348	4.5441895
10.353225	48.799904	4.5539551
10.353209	49.667732	4.5637207
10.354281	51.194778	4.5734863
10.354141	57.795078	4.583252
10.356313	61.318005	4.5930176
10.356903	58.210629	4.6027832
10.35818	56.463997	4.6125488
10.358921	50.608456	4.6223145
10.358711	53.854271	4.6320801
10.358551	59.880672	4.6418457
10.360544	64.271698	4.6516113
10.36252	59.646431	4.661377
10.362177	58.679104	4.6711426
10.363104	56.717793	4.6809082
10.363481	56.986469	4.6906738
10.365055	61.344028	4.7004395
10.366004	63.673504	4.7102051
10.367324	64.874336	4.7199707
10.369514	66.152382	4.7297363
10.368728	56.59351	4.739502
10.369186	60.113232	4.7492676
10.370315	62.508827	4.7590332
10.370874	66.252243	4.7687988
10.371263	69.937805	4.7785645
10.372723	64.186768	4.7883301
10.372929	64.432304	4.7980957
10.373191	63.270317	4.8078613
10.375019	62.762997	4.817627
10.375826	67.559143	4.8273926
10.376143	67.075226	4.8371582
10.376813	73.455864	4.8469238
10.376749	68.247215	4.8566895
10.378425	66.271767	4.8664551
10.379944	66.184891	4.8762207
10.380624	68.658623	4.8859863
10.379456	73.664871	4.895752
10.382305	72.704697	4.9055176
10.381683	71.750488	4.9152832
10.383315	73.635452	4.9250488
10.383504	69.369492	4.9348145
10.385014	70.045853	4.9445801
10.385525	70.789879	4.9543457
10.387805	77.818138	4.9641113
10.387983	77.473206	4.973877
10.387589	73.9216	4.9836426
10.388929	70.745132	4.9934082
10.389965	73.786873	5.0031738
10.391639	76.545776	5.0129395
10.390605	76.693672	5.0227051
10.392582	81.010201	5.0324707
10.39355	79.646187	5.0422363
10.394913	76.354187	5.052002
10.394768	74.489052	5.0617676
10.396649	70.599464	5.0715332
10.395942	80.801308	5.0812988
10.397726	84.117599	5.0910645
10.399056	84.201469	5.1008301
10.399123	77.153488	5.1105957
10.40038	74.365051	5.1203613
10.401028	79.389412	5.130127
10.401801	78.569511	5.1398926
10.401991	85.501358	5.1496582
10.402259	88.859985	5.1594238
10.404067	83.675667	5.1691895
10.405169	82.491066	5.1789551
10.405637	76.334213	5.1887207
10.405886	83.172997	5.1984863
10.406582	90.657318	5.208252
10.407716	90.867348	5.2180176
10.40808	89.958351	5.2277832
10.40845	81.276573	5.2375488
10.410502	82.874962	5.2473145
10.410983	84.72596	5.2570801
10.411717	88.228783	5.2668457
10.412985	93.368469	5.2766113
10.414246	92.2239	5.286377
10.414125	90.109879	5.2961426
10.41475	84.666077	5.3059082
10.416147	85.055634	5.3156738
10.417073	91.545311	5.3254395
10.417051	95.42395	5.3352051
10.418862	96.442223	5.3449707
10.4194	91.416649	5.3547363
10.420087	90.317055	5.364502
10.420999	88.886292	5.3742676
10.421281	91.259453	5.3840332
10.42195	94.399185	5.3937988
10.423556	100.36414	5.4035645
10.423615	99.524986	5.4133301
10.424928	91.46553	5.4230957
10.426165	92.303757	5.4328613
10.426972	93.6166	5.442627
10.427431	97.763748	5.4523926
10.428423	101.86134	5.4621582
10.429887	98.362457	5.4719238
10.429913	97.888268	5.4816895
10.430458	95.480118	5.4914551
10.432343	95.087395	5.5012207
10.433053	98.678123	5.5109863
10.432332	98.160873	5.520752
10.434481	106.23844	5.5305176
10.434603	101.18713	5.5402832
10.435823	100.24919	5.5500488
10.43605	96.676186	5.5598145
10.436931	97.526398	5.5695801
10.438725	103.38178	5.5793457
10.439316	104.17529	5.5891113
10.439653	105.12489	5.598877
10.440403	107.8803	5.6086426
10.441299	101.48054	5.6184082
10.441542	101.27199	5.6281738
10.441834	101.56553	5.6379395
10.444739	110.35635	5.6477051
10.443809	112.39177	5.6574707
10.445157	108.86494	5.6672363
10.446894	104.84953	5.677002
10.446027	102.70454	5.6867676
10.448975	104.38174	5.6965332
10.448449	109.41553	5.7062988
10.449215	113.89413	5.7160645
10.450819	114.12969	5.7258301
10.450896	111.78929	5.7355957
10.452296	107.16519	5.7453613
10.452085	104.64098	5.755127
10.452331	110.84839	5.7648926
10.453732	116.50904	5.7746582
10.455988	119.29446	5.7844238
10.456053	112.58591	5.7941895
10.457118	109.30885	5.8039551
10.457106	110.55135	5.8137207
10.458992	110.6441	5.8234863
10.459486	118.93903	5.833252
10.460475	120.67968	5.8430176
10.460098	117.91132	5.8527832
10.46232	116.04719	5.8625488
10.463592	108.67451	5.8723145
10.463746	116.36082	5.8820801
10.464066	118.40183	5.8918457
10.465493	122.13702	5.9016113
10.465726	123.67201	5.911377
10.468369	115.43295	5.9211426
10.468548	117.04113	5.9309082
10.468227	117.44695	5.9406738
10.468925	118.84144	5.9504395
10.469166	124.31208	5.9602051
10.470623	125.73947	5.9699707
10.47157	125.44557	5.9797363
10.472323	118.95213	5.989502
10.472795	117.26331	5.9992676
10.474358	122.01628	6.0090332
10.474559	127.28985	6.0187988
10.476113	129.27699	6.0285645
10.476359	126.88102	6.0383301
10.477106	124.2619	6.0480957
10.477809	123.57777	6.0578613
10.479155	122.27721	6.067627
10.479663	126.04049	6.0773926
10.48044	129.37451	6.0871582
10.481243	132.04077	6.0969238
10.480752	128.57164	6.1066895
10.482652	124.69726	6.1164551
10.4832	122.55228	6.1262207
10.4844	127.50957	6.1359863
10.485215	133.25792	6.145752
10.48733	131.56673	6.1555176
10.486839	132.30977	6.1652832
10.48776	130.06972	6.1750488
10.48858	129.71179	6.1848145
10.490153	129.2236	6.1945801
10.490815	131.99551	6.2043457
10.491469	138.08379	6.2141113
10.49299	137.15359	6.223877
10.492244	134.55084	6.2336426
10.492349	131.38557	6.2434082
10.493631	129.51622	6.2531738
10.49524	136.94925	6.2629395
10.494464	134.98734	6.2727051
10.496193	142.91422	6.2824707
10.497142	141.15817	6.2922363
10.498516	135.29611	6.302002
10.498737	134.87173	6.3117676
10.500057	131.83441	6.3215332
10.500732	140.94197	6.3312988
10.502369	147.00528	6.3410645
10.501849	143.61183	6.3508301
10.50246	139.17627	6.3605957
10.503964	135.60966	6.3703613
10.504251	138.21101	6.380127
10.505196	140.24957	6.3898926
10.507958	146.57359	6.3996582
10.506438	147.34448	6.4094238
10.508353	146.02716	6.4191895
10.508682	139.36545	6.4289551
10.510415	135.69153	6.4387207
10.510949	142.77295	6.4484863
10.511479	149.71667	6.458252
10.511909	152.84801	6.4680176
10.512754	147.14598	6.4777832
10.515319	141.9971	6.4875488
10.513804	142.82474	6.4973145
10.515234	144.13976	6.5070801
10.516716	149.58742	6.5168457
10.517167	150.24553	6.5266113
10.517697	152.40364	6.536377
10.519565	148.95564	6.5461426
10.519209	143.18445	6.5559082
10.520638	146.53763	6.5656738
10.520957	150.72636	6.5754395
10.522235	154.13187	6.5852051
10.523655	155.30289	6.5949707
10.524039	148.25491	6.6047363
10.524575	150.0248	6.614502
10.525702	148.65627	6.6242676
10.525496	149.85471	6.6340332
10.526648	154.5997	6.6437988
10.527966	155.20491	6.6535645
10.528127	159.44867	6.6633301
10.528936	150.32344	6.6730957
10.52989	150.74107	6.6828613
10.530861	153.33377	6.692627
10.531277	156.31737	6.7023926
10.531668	161.7495	6.7121582
10.533485	157.85521	6.7219238
10.533545	157.02658	6.7316895
10.53437	157.32913	6.7414551
10.535466	154.40274	6.7512207
10.536978	158.03267	6.7609863
10.537064	159.81218	6.770752
10.537844	164.07848	6.7805176
10.539191	161.69736	6.7902832
10.54032	158.93814	6.8000488
10.540609	156.35362	6.8098145
10.541772	159.50299	6.8195801
10.54241	164.99219	6.8293457
10.542123	164.93413	6.8391113
10.54372	167.15083	6.848877
10.545299	164.97182	6.8586426
10.545731	162.52271	6.8684082
10.546227	160.28319	6.8781738
10.546705	160.61566	6.8879395
10.547542	171.62221	6.8977051
10.548188	171.04008	6.9074707
10.549805	170.27078	6.9172363
10.550415	164.44008	6.927002
10.55059	162.60553	6.9367676
10.550682	166.1682	6.9465332
10.552346	166.0549	6.9562988
10.55457	173.33708	6.9660645
10.55508	173.75252	6.9758301
10.556176	170.66852	6.9855957
10.555633	167.46165	6.9953613
10.557284	163.04056	7.005127
10.557905	170.50076	7.0148926
10.558072	177.30931	7.0246582
10.559055	176.31137	7.0344238
10.560348	174.79442	7.0441895
10.562039	167.41051	7.0539551
10.560958	170.03073	7.0637207
10.562395	171.90033	7.0734863
10.563183	175.24631	7.083252
10.56544	180.86476	7.0930176
10.564705	178.01477	7.1027832
10.566477	175.2603	7.1125488
10.565768	169.05026	7.1223145
10.566805	172.06699	7.1320801
10.567474	180.4716	7.1418457
10.570043	182.26807	7.1516113
10.569539	181.49489	7.161377
10.570389	176.35242	7.1711426
10.571898	175.05341	7.1809082
10.572062	174.79352	7.1906738
10.57273	180.6768	7.2004395
10.573283	182.6879	7.2102051
10.575459	185.97502	7.2199707
10.575688	185.78987	7.2297363
10.575915	176.11113	7.239502
10.57642	178.41867	7.2492676
10.578976	181.40828	7.2590332
10.577956	186.71025	7.2687988
10.579372	189.47128	7.2785645
10.580546	184.36275	7.2883301
10.580869	185.92598	7.2980957
10.582547	182.82401	7.3078613
10.583755	184.46263	7.317627
10.583684	185.34436	7.3273926
10.584209	189.22897	7.3371582
10.584749	193.49068	7.3469238
10.585794	185.89084	7.3566895
10.587234	185.83134	7.3664551
10.588083	185.18291	7.3762207
10.588792	186.6281	7.3859863
10.58996	194.97023	7.395752
10.589021	190.31862	7.4055176
10.590617	193.58522	7.4152832
10.590708	191.81923	7.4250488
10.591956	187.13148	7.4348145
10.592877	187.73119	7.4445801
10.594267	190.52211	7.4543457
10.595043	198.52556	7.4641113
10.596582	198.72174	7.473877
10.59672	193.21281	7.4836426
10.597337	191.51863	7.4934082
10.598742	190.06837	7.5031738
10.599904	195.60046	7.5129395
10.5996	195.66469	7.5227051
10.599872	200.48047	7.5324707
10.601463	199.3416	7.5422363
10.602547	195.62276	7.552002
10.602244	192.42604	7.5617676
10.604742	191.07497	7.5715332
10.604492	201.2916	7.5812988
10.606166	203.89586	7.5910645
10.606749	204.63945	7.6008301
10.607428	196.99919	7.6105957
10.6081	194.22528	7.6203613
10.608978	197.71098	7.630127
10.609557	198.3591	7.6398926
10.611391	206.49789	7.6496582
10.6113	205.44852	7.6594238
10.61197	204.54199	7.6691895
10.613534	202.38295	7.6789551
10.613476	194.6416	7.6887207
10.614316	203.10873	7.6984863
10.615872	207.66824	7.708252
10.616434	211.02632	7.7180176
10.617435	209.02997	7.7277832
10.617335	200.89668	7.7375488
10.618211	203.06949	7.7473145
10.619044	201.67297	7.7570801
10.620386	209.69099	7.7668457
10.622312	212.23155	7.7766113
10.622017	210.37761	7.786377
10.622468	210.53056	7.7961426
10.62288	203.16908	7.8059082
10.62433	205.00244	7.8156738
10.625063	211.10262	7.8254395
10.62621	215.11928	7.8352051
10.626432	216.57559	7.8449707
10.62849	212.2932	7.8547363
10.629574	210.23366	7.864502
10.629422	209.09686	7.8742676
10.62953	212.59444	7.8840332
10.631212	214.74138	7.8937988
10.632041	217.21954	7.9035645
10.632474	218.47098	7.9133301
10.633279	212.66032	7.9230957
10.63365	211.40866	7.9328613
10.635476	211.81125	7.942627
10.635278	218.33481	7.9523926
10.636604	219.90799	7.9621582
10.636654	217.22968	7.9719238
10.639035	219.15932	7.9816895
10.639202	215.12009	7.9914551
10.639791	215.82256	8.0012207
10.640956	216.55942	8.0109863
10.641242	218.075	8.020752
10.642934	227.34291	8.0305176
10.642981	221.27362	8.0402832
10.644924	220.08528	8.0500488
10.644789	217.33981	8.0598145
10.645492	219.55502	8.0695801
10.645994	226.02037	8.0793457
10.645654	222.5629	8.0891113
10.64843	229.16707	8.098877
10.648001	224.87173	8.1086426
10.649544	221.24998	8.1184082
10.649454	219.78148	8.1281738
10.650819	218.74391	8.1379395
10.653174	229.45464	8.1477051
10.653303	232.40631	8.1574707
10.653791	229.15979	8.1672363
10.654764	224.10071	8.177002
