Time,Extension,Load
99.9,0.83255,336.80694
100.00001,0.83325,337.1025
100.10001,0.83405,337.75419
100.20001,0.83521,338.46367
100.3,0.83577,339.19262
100.4,0.8366,339.54857
100.50001,0.83767,339.97963
100.60001,0.83826,340.53116
100.70001,0.83901,341.1442
100.8,0.84011,341.82933
100.9,0.84086,342.32405
101.00001,0.84163,342.91325
101.10001,0.84257,343.81333
101.20001,0.84329,344.54698
101.3,0.84402,345.04095
101.4,0.84522,345.342
101.50001,0.84584,346.02773
101.60001,0.84656,346.45186
101.70001,0.84766,347.63305
101.8,0.84833,348.05648
101.9,0.849,348.34389
102.00001,0.85004,349.11842
102.10001,0.8509,349.95326
102.20001,0.85162,350.53114
102.3,0.85254,351.10861
102.4,0.85334,351.54074
102.50001,0.85401,351.89828
102.60001,0.85511,352.78047
102.70001,0.85591,353.48423
102.8,0.85655,353.95473
102.9,0.8576,354.28866
103.00001,0.8584,355.22291
103.10001,0.85902,355.63288
103.20001,0.85993,356.05282
103.3,0.86095,356.98866
103.4,0.86164,357.28374
103.50001,0.8625,358.04142
103.60001,0.86338,358.62871
103.70001,0.86405,359.29331
103.8,0.86496,359.63636
103.9,0.86598,360.74515
104.00001,0.86654,360.9403
104.10001,0.86748,361.63814
104.20001,0.86847,362.40383
104.3,0.86906,362.93655
104.4,0.86984,363.09622
104.50001,0.87099,364.02503
104.60001,0.87166,364.67728
104.70001,0.87246,364.8195
104.8,0.8734,365.6277
104.9,0.87407,365.86337
105.00001,0.8749,366.82026
105.10001,0.87603,367.22422
105.20001,0.87659,367.6773
105.3,0.87742,368.38255
105.4,0.87852,368.87205
105.50001,0.87911,369.52691
105.60001,0.87983,369.83802
105.70001,0.88095,370.89167
105.8,0.8817,371.4575
105.9,0.88245,371.80367
106.00001,0.88339,372.43241
106.10001,0.88412,373.05378
106.20001,0.88484,373.44173
106.3,0.88602,373.88434
106.4,0.88669,374.5948
106.50001,0.88738,375.38707
106.60001,0.88848,376.02396
106.70001,0.88918,376.71728
106.8,0.88982,377.12245
106.9,0.89087,378.08311
107.00001,0.89175,378.17704
107.10001,0.89245,379.16084
107.20001,0.89333,379.48904
107.3,0.89419,380.18059
107.4,0.89486,380.8815
107.50001,0.89593,381.1256
107.60001,0.89676,382.09595
107.70001,0.89737,382.86396
107.8,0.89839,383.28753
107.9,0.89928,383.71962
108.00001,0.89987,384.19631
108.10001,0.90075,384.48269
108.20001,0.90182,385.24843
108.3,0.90246,385.81169
108.4,0.90329,386.31377
108.50001,0.9042,386.94683
108.60001,0.90487,387.14316
108.70001,0.90581,387.83732
108.8,0.90686,388.63271
108.9,0.90739,389.00836
109.00001,0.9083,389.42164
109.10001,0.90932,390.07347
109.20001,0.90991,390.38113
109.3,0.91069,390.83473
109.4,0.91181,391.5688
109.50001,0.91251,392.24755
109.60001,0.91329,392.90707
109.70001,0.91422,393.62297
109.8,0.91492,394.03974
109.9,0.9157,394.71039
110.00001,0.9169,395.23812
110.10001,0.91746,395.68692
110.20001,0.91821,396.01182
110.3,0.91934,397.13569
110.4,0.91995,397.89509
110.50001,0.92065,397.8814
110.60001,0.92175,399.19075
110.70001,0.92255,399.62009
110.8,0.92328,400.15499
110.9,0.92421,401.07383
111.00001,0.92496,401.1136
111.10001,0.92566,402.02956
111.20001,0.92681,402.40474
111.3,0.92754,403.39059
111.4,0.9282,403.39371
111.50001,0.9293,404.02832
111.60001,0.93003,404.7465
111.70001,0.93067,405.02874
111.8,0.93166,405.43089
111.9,0.9326,406.70573
112.00001,0.93329,406.94047
112.10001,0.93418,407.40711
112.20001,0.93504,407.99254
112.3,0.9357,408.51831
112.4,0.9367,409.36861
112.50001,0.93761,410.08382
112.60001,0.93822,410.31502
112.70001,0.93921,411.0836
112.8,0.94012,411.81347
112.90001,0.94071,412.03867
113.00001,0.94157,412.76971
113.10001,0.94267,413.49102
113.20001,0.94331,413.83496
113.3,0.94414,414.48367
113.40001,0.94505,414.6596
113.50001,0.94572,415.55697
113.60001,0.94661,416.23502
113.70001,0.94768,416.69854
113.8,0.94824,417.3547
113.90001,0.9491,417.58814
114.00001,0.95017,418.56766
114.10001,0.95073,418.90899
114.20001,0.95151,419.32273
114.3,0.95266,420.10075
114.40001,0.95336,420.74574
114.50001,0.95411,421.2019
114.60001,0.95507,421.59054
114.70001,0.95577,422.39521
114.8,0.95652,422.72205
114.90001,0.9577,423.64588
115.00001,0.95831,423.91829
115.10001,0.95906,424.73315
115.20001,0.96019,425.2376
115.3,0.9608,426.03281
115.40001,0.96147,426.36106
115.50001,0.9626,426.86802
115.60001,0.96337,427.91208
115.70001,0.96412,428.01709
115.8,0.96506,428.60452
115.90001,0.96581,429.37207
116.00001,0.96651,429.46609
116.10001,0.96763,430.28132
116.20001,0.96836,431.01916
116.3,0.96903,431.61763
116.40001,0.97012,431.99868
116.50001,0.97087,432.46052
116.60001,0.97149,432.88372
116.70001,0.97248,433.7057
116.8,0.97345,434.52983
116.90001,0.97412,434.69421
117.00001,0.975,435.07437
117.10001,0.97586,435.98101
117.20001,0.9765,436.01505
117.3,0.97757,437.14582
117.40001,0.97843,437.5881
117.50001,0.97904,438.26425
117.60001,0.98004,439.0372
117.70001,0.98092,439.53182
117.8,0.98154,439.82272
117.90001,0.98242,440.24577
118.00001,0.98349,441.10711
118.10001,0.98413,441.55712
118.20001,0.98496,442.39545
118.3,0.9859,442.85827
118.40001,0.98654,443.20626
118.50001,0.98745,443.84436
118.60001,0.9885,445.09722
118.70001,0.98909,445.0947
118.8,0.98997,445.91562
118.90001,0.99099,446.41555
119.00001,0.99155,446.90957
119.10001,0.99236,446.96801
119.20001,0.99348,447.90437
119.3,0.99415,448.46074
119.40001,0.99495,448.85376
119.50001,0.99592,449.57092
119.60001,0.99659,450.12035
119.70001,0.99739,450.64772
119.8,0.99854,451.06946
119.90001,0.99913,451.79683
120.00001,0.99991,451.97466
120.10001,1.00101,453.1994
120.20001,1.0016,453.14473
120.3,1.00232,453.61961
120.40001,1.00345,454.63587
120.50001,1.0042,454.9019
120.60001,1.00495,455.41422
120.70001,1.00591,456.20613
120.8,1.00663,456.7639
120.90001,1.00733,457.16846
121.00001,1.00854,457.6582
121.10001,1.00918,458.35841
121.20001,1.00987,459.1966
121.3,1.01097,459.61314
121.40001,1.01167,460.07652
121.50001,1.01231,460.9115
121.60001,1.01336,461.31895
121.70001,1.01424,461.72715
121.8,1.01494,462.48897
121.90001,1.01585,462.93293
122.00001,1.01668,463.70719
122.10001,1.01737,464.08726
122.20001,1.01845,464.65867
122.3,1.01922,465.46627
122.40001,1.01987,465.52378
122.50001,1.02091,466.40364
122.60001,1.02171,467.03829
122.70001,1.02236,467.4565
122.8,1.02329,467.97371
122.90001,1.02429,468.92972
123.00001,1.02495,469.16017
123.10001,1.02584,469.54402
123.20001,1.02672,470.43152
123.3,1.02737,470.77858
123.40001,1.02836,471.27134
123.50001,1.02929,471.98157
123.60001,1.02988,472.35331
123.70001,1.03087,473.28277
123.8,1.03179,473.80198
123.90001,1.03237,474.20412
124.00001,1.03323,474.78392
124.10001,1.0343,475.75547
124.20001,1.03497,476.3247
124.3,1.0358,476.81718
124.40001,1.03674,477.30408
124.50001,1.03738,477.94795
124.60001,1.03827,478.44248
124.70001,1.03937,479.33082
124.8,1.03993,479.47806
124.90001,1.04079,480.17511
125.00001,1.04183,480.94955
125.10001,1.04242,481.37954
125.20001,1.04317,481.60185
125.3,1.04432,482.72675
125.40001,1.04502,483.45234
125.50001,1.04579,483.68047
125.60001,1.04673,484.16862
125.70001,1.04743,484.84788
125.8,1.04818,485.28151
125.90001,1.04938,485.86316
126.00001,1.04997,486.44799
126.10001,1.05075,487.05707
126.20001,1.05185,487.92195
126.3,1.05246,488.18975
126.40001,1.05316,488.23059
126.50001,1.0542,489.18715
126.60001,1.05506,489.80699
126.70001,1.05579,490.32103
126.8,1.05672,490.8747
126.90001,1.05747,491.35685
127.00001,1.05817,491.77371
127.10001,1.05932,492.58503
127.20001,1.06002,493.05526
127.3,1.06071,493.74416
127.40001,1.06179,494.26863
127.50001,1.06254,494.97518
127.60001,1.06315,495.20531
127.70001,1.06414,495.82557
127.8,1.06511,496.70455
127.90001,1.0658,497.33082
128,1.06666,497.5704
128.10001,1.06754,498.16989
128.20002,1.06819,498.66294
128.3,1.06923,499.15141
128.40001,1.07012,500.08581
128.5,1.07073,500.51748
128.60001,1.0717,500.96726
128.70002,1.07261,501.60293
128.8,1.0732,502.18385
128.90001,1.07408,502.57272
129,1.07512,503.23959
129.10001,1.07582,503.66516
129.20002,1.07662,504.18214
129.3,1.07756,504.78391
129.40001,1.07823,505.51612
129.5,1.07909,505.73209
129.60001,1.08019,506.26383
129.70002,1.08075,506.76605
129.8,1.08161,507.4345
129.90001,1.08265,508.36368
130,1.08324,508.57663
130.10001,1.08402,509.09608
130.20002,1.08514,509.84877
130.3,1.08587,510.00887
130.40001,1.08662,511.11737
130.5,1.08755,511.31384
130.60001,1.08828,511.78443
130.70002,1.08903,512.68572
130.8,1.0902,513.13834
130.90001,1.09079,513.5668
131,1.09157,513.92042
131.1,1.0927,514.87465
131.20002,1.09331,515.61594
131.3,1.09398,515.70311
131.40002,1.09508,516.53185
131.5,1.09588,517.10238
131.6,1.09661,517.41316
131.70002,1.09754,517.95659
131.8,1.09832,518.53387
131.90002,1.09899,518.96796
132,1.10014,519.8522
132.1,1.10089,520.70497
132.20002,1.10154,520.95954
132.3,1.10261,521.39307
132.40002,1.10338,522.08328
132.5,1.104,522.1697
132.6,1.10496,523.00603
132.70002,1.10595,524.34443
132.8,1.10662,524.53615
132.90002,1.10748,524.96954
133,1.10837,525.48675
133.1,1.10904,526.06622
133.20002,1.11,526.44773
133.3,1.11096,527.53845
133.40002,1.11155,527.99047
133.5,1.11252,528.25296
133.6,1.11345,528.82112
133.70002,1.11404,529.73903
133.8,1.11485,529.54894
133.90002,1.116,530.43924
134,1.11664,530.95599
134.1,1.11745,531.48749
134.20002,1.11841,532.1213
134.3,1.11908,532.32457
134.40002,1.11991,532.89174
134.5,1.12104,533.67396
134.6,1.1216,534.08276
134.70002,1.12243,534.49096
134.8,1.1235,535.27211
134.90002,1.12412,535.85274
135,1.12484,536.16813
135.1,1.12594,536.89298
135.20002,1.12669,537.36926
135.3,1.12744,538.0983
135.40002,1.12837,538.60587
135.5,1.12912,539.02408
135.6,1.12985,539.48285
135.70002,1.13105,540.60607
135.8,1.13167,540.70284
135.90002,1.13237,541.24207
136,1.13349,541.70717
136.1,1.13419,542.58159
136.20002,1.13483,542.65913
136.3,1.13587,543.53825
136.40002,1.13676,544.18384
136.5,1.13745,544.54999
136.6,1.13837,545.2733
136.70002,1.13917,545.54236
136.8,1.13984,546.15163
136.90002,1.14094,546.9108
137,1.14174,547.67388
137.1,1.14238,547.89199
137.20002,1.1434,548.48413
137.3,1.14426,549.2588
137.40002,1.14485,549.5585
137.5,1.14576,550.27395
137.6,1.1468,551.07907
137.70002,1.14745,551.25328
137.8,1.1483,551.6422
137.90002,1.14921,552.3846
138,1.14988,552.94596
138.1,1.15079,553.42014
138.20002,1.15184,554.31938
138.3,1.1524,554.56623
138.40002,1.15334,555.06462
138.5,1.1543,555.94635
138.6,1.15489,556.07865
138.70002,1.1557,556.45718
138.8,1.15682,557.29533
138.90002,1.15749,557.7689
139,1.15827,558.40048
139.1,1.15923,558.92421
139.20002,1.15993,559.33627
139.3,1.16073,559.72449
139.40002,1.16186,560.80176
139.5,1.16245,561.06402
139.6,1.16325,561.57773
139.70002,1.16435,562.3281
139.8,1.16494,562.58938
139.90002,1.16566,563.16634
140,1.16679,564.16104
140.1,1.16754,564.47014
140.20002,1.16829,564.71205
140.3,1.16922,565.74214
140.40002,1.16997,566.16054
140.5,1.17067,566.37418
140.6,1.17185,567.05759
140.70002,1.17252,567.52143
140.8,1.17321,567.9552
140.90002,1.17431,568.95684
141,1.17501,569.29574
141.1,1.17565,569.80201
141.20002,1.1767,570.35382
141.3,1.17758,570.81734
141.40002,1.17828,571.25366
141.5,1.17921,572.11542
141.6,1.17999,572.67901
141.70002,1.18069,573.16693
141.8,1.18176,573.43105
141.90002,1.18256,574.28023
142,1.1832,574.7098
142.1,1.18422,575.16755
142.20002,1.18508,575.67065
142.3,1.1857,576.5426
142.40002,1.18661,576.62316
142.5,1.18765,577.56645
142.6,1.18829,577.91919
142.70002,1.18915,578.54191
142.8,1.19004,579.22862
142.90002,1.1907,579.82286
143,1.19167,579.95152
143.1,1.19263,581.08
143.20002,1.19322,581.22561
143.3,1.19416,581.41602
143.40002,1.19512,582.56253
143.5,1.19571,582.70199
143.6,1.19652,583.19583
143.70002,1.19767,584.21004
143.8,1.19831,584.40813
143.90002,1.19912,584.88599
144,1.20008,585.84092
144.1,1.20075,586.12763
144.20002,1.20155,586.67976
144.3,1.2027,587.21229
144.40002,1.20329,587.78189
144.5,1.2041,588.27042
144.6,1.20517,588.94455
144.70002,1.20576,589.22293
144.8,1.20651,589.69124
144.90002,1.20763,590.5889
145,1.20836,590.76548
145.1,1.20911,591.36357
145.20002,1.21007,592.31934
145.3,1.21079,592.84642
145.40002,1.21152,592.83837
145.5,1.2127,593.40824
145.6,1.21331,594.08732
145.70002,1.21404,594.71838
145.8,1.21513,595.35517
145.90002,1.2158,595.87099
146,1.2165,596.24081
146.1,1.21757,596.9319
146.20002,1.2184,597.65773
146.3,1.2191,598.15436
146.40002,1.22004,598.65159
146.5,1.22084,599.23306
146.6,1.22151,599.73276
146.70002,1.22266,600.36387
146.8,1.22338,601.08481
146.90002,1.22403,601.52537
147,1.2251,602.08994
147.1,1.22587,602.78177
147.20002,1.22649,602.95467
147.3,1.22748,603.01642
147.40002,1.22845,604.20958
147.5,1.22912,604.77895
147.6,1.23,605.21518
147.70002,1.23088,605.69993
147.8,1.23153,606.1337
147.90002,1.23254,606.9656
148,1.23343,607.50279
148.1,1.23404,607.84398
148.20002,1.23504,608.29101
148.3,1.23592,609.32529
148.40002,1.23654,609.7293
148.5,1.23739,609.87589
148.6,1.23846,610.72246
148.70002,1.23913,611.40521
148.8,1.23996,611.59926
148.90002,1.2409,612.22799
149,1.24154,612.5188
149.1,1.24245,613.19605
149.20002,1.2435,614.2268
149.3,1.24406,614.43024
149.40002,1.245,615.18741
149.5,1.24599,615.99556
149.6,1.24658,616.39925
149.70002,1.24736,616.55906
149.8,1.24845,617.6448
149.90002,1.24918,618.04117
150,1.24993,618.32112
150.1,1.25092,618.98413
150.20002,1.25159,619.53221
150.3,1.25237,619.91108
150.40002,1.25354,620.87043
150.5,1.25413,621.22359
150.6,1.25491,621.58643
150.70002,1.25601,622.17936
150.8,1.25662,622.67422
150.90002,1.25735,623.39124
151,1.25845,623.78077
151.1,1.2592,624.45914
151.20002,1.25995,625.02683
151.3,1.26088,625.78395
151.40002,1.26163,625.80425
151.5,1.26236,626.69441
151.6,1.26354,627.07006
151.70002,1.26418,627.67817
151.8,1.2649,628.09284
151.90002,1.266,628.65783
152,1.26667,629.26342
152.1,1.26734,629.40875
152.20002,1.26833,630.19842
152.3,1.26927,630.86869
152.40002,1.26996,631.31643
152.5,1.27087,631.91885
152.6,1.27168,632.35937
152.70002,1.27235,632.66507
152.8,1.27345,633.1516
152.90002,1.27425,633.92334
153,1.27489,634.16827
153.1,1.27594,634.79962
153.20002,1.27674,635.18025
153.3,1.27733,635.48908
153.40002,1.27824,636.50408
153.5,1.27929,636.99917
153.6,1.27995,637.55005
153.70002,1.28081,638.03485
153.8,1.28172,638.40551
153.90002,1.28237,638.88817
154,1.2833,639.67137
154.1,1.28432,640.54127
154.20002,1.28491,640.37042
154.3,1.28582,640.97205
154.40002,1.28681,641.83292
154.5,1.2874,642.29993
154.6,1.2882,643.1181
154.70002,1.2893,643.55526
154.8,1.29,643.96625
154.90002,1.2908,644.64044
155,1.29174,644.77511
155.1,1.29241,645.45665
155.20002,1.29321,645.85488
155.3,1.29439,646.8269
155.40002,1.29495,647.27627
155.5,1.29576,647.39073
155.6,1.29683,648.55469
155.70002,1.29745,649.00089
155.8,1.29817,649.31377
155.90002,1.29929,649.94413
156,1.30004,650.6972
156.1,1.30077,650.84831
156.20002,1.3017,651.37786
156.3,1.30248,652.02322
156.40002,1.30318,652.62555
156.5,1.30436,653.47683
156.6,1.305,653.54477
156.70002,1.30572,654.21569
156.8,1.30682,654.40051
156.90002,1.30752,655.2523
157,1.30816,655.66613
157.1,1.30918,655.91866
157.20002,1.31009,656.85008
157.3,1.31079,657.49888
157.40002,1.31167,657.63216
157.5,1.31253,658.06028
157.6,1.31317,658.83379
157.70002,1.31424,659.07654
157.8,1.3151,659.81233
157.90002,1.31571,660.11343
158,1.31673,660.63846
158.1,1.31759,661.33775
158.20002,1.3182,661.71265
158.3,1.31909,662.3209
158.40002,1.32013,662.87923
158.5,1.3208,663.5346
158.6,1.32163,663.72217
158.70002,1.32254,664.54806
158.8,1.32321,664.91324
158.90002,1.3241,665.41634
159,1.32517,666.26398
159.1,1.32573,666.35311
159.20002,1.32664,666.96918
159.3,1.32766,667.65314
159.40002,1.32825,667.9445
159.5,1.329,668.4517
159.6,1.33015,669.23392
159.70002,1.33085,669.29394
159.8,1.3316,670.03593
159.90002,1.33256,670.68907
160,1.33326,671.10029
160.1,1.33404,671.5761
160.20002,1.33521,672.39366
160.3,1.33578,672.78822
160.40002,1.33658,673.13253
160.5,1.33768,673.98637
160.6,1.33829,674.61454
160.70002,1.33899,674.93799
160.8,1.34009,675.42959
160.90002,1.34089,675.96333
161.00002,1.34162,676.38438
161.1,1.34253,677.01563
161.20002,1.3433,677.66574
161.3,1.344,678.18565
161.40002,1.34518,678.75045
161.50002,1.34587,679.45509
161.6,1.34652,679.65998
161.70002,1.34762,680.5887
161.8,1.34839,680.80751
161.90002,1.34901,681.27336
162.00002,1.34997,681.58158
162.1,1.35094,682.24124
162.20002,1.35163,682.68524
162.3,1.35249,683.04688
162.40002,1.35337,683.72786
162.50002,1.35404,684.18719
162.6,1.35504,684.49224
162.70002,1.35597,685.42077
162.8,1.35656,685.5411
162.90002,1.35755,686.05989
163.00002,1.35846,686.89454
163.1,1.35903,687.19266
163.20002,1.35988,687.55541
163.3,1.36098,688.24124
163.40002,1.36165,688.44301
163.50002,1.36245,689.06383
163.6,1.36339,689.75994
163.70002,1.36406,689.97098
163.8,1.36492,690.62971
163.90002,1.36602,691.18221
164.00002,1.36661,691.77425
164.1,1.36746,692.12383
164.20002,1.36851,692.95834
164.3,1.3691,693.23415
164.40002,1.36985,693.46032
164.50002,1.37097,694.06885
164.6,1.3717,694.93041
164.70002,1.37242,695.25819
164.8,1.37341,695.86621
164.90002,1.37411,696.45522
165.00002,1.37486,696.76046
165.1,1.37604,697.7072
165.20002,1.37665,698.02902
165.3,1.37737,698.611
165.40002,1.3785,699.0694
165.50002,1.37914,699.79434
165.6,1.37984,700.19951
165.70002,1.38091,700.31984
165.8,1.38174,701.34602
165.90002,1.38244,701.91007
166.00002,1.38337,702.64987
166.1,1.38415,702.9471
166.20002,1.38485,703.49863
166.3,1.38597,703.91768
166.40002,1.38672,704.76672
166.50002,1.38737,704.69468
166.6,1.38844,705.26851
166.70002,1.38921,706.14037
166.8,1.38983,706.30745
166.90002,1.39079,706.95002
167.00002,1.39179,707.473
167.1,1.39245,707.87873
167.20002,1.39334,708.38453
167.3,1.3942,708.93513
167.40002,1.39487,708.97811
167.50002,1.39586,710.19395
167.6,1.39679,710.53375
167.70002,1.39738,710.94409
167.8,1.39837,711.43787
167.90002,1.39929,712.15145
168.00002,1.39987,712.22591
168.1,1.40073,712.72827
168.20002,1.40183,713.39938
168.3,1.4025,713.87524
168.40002,1.4033,714.26649
168.50002,1.40424,714.88055
168.6,1.40488,715.41197
168.70002,1.40577,715.56489
168.8,1.40687,716.49402
168.90002,1.40743,716.87526
169.00002,1.40829,717.10902
169.1,1.40933,717.96887
169.20002,1.40992,718.47299
169.3,1.41067,719.1326
169.40002,1.41182,719.38559
169.50002,1.41252,720.17694
169.6,1.41327,720.29135
169.70002,1.41423,721.14002
169.8,1.41493,721.4006
169.90002,1.4157,721.7335
170.00002,1.41688,723.08797
170.1,1.41747,723.24285
170.20002,1.41822,723.84025
170.3,1.41932,724.14889
170.40002,1.41996,724.60542
170.50002,1.42066,725.12855
170.6,1.42176,725.46997
170.70002,1.42256,726.63785
170.8,1.42329,726.89275
170.90002,1.42422,727.39474
171.00002,1.42497,728.06929
171.1,1.42567,727.95856
171.20002,1.42685,729.06041
171.3,1.42752,729.70879
171.40002,1.42821,729.89664
171.50002,1.42929,730.56561
171.6,1.43001,731.28524
171.70002,1.43065,731.34587
171.8,1.43167,732.04576
171.90002,1.43261,732.65112
172.00002,1.43328,733.00092
172.1,1.43419,733.56363
172.20002,1.43502,734.00806
172.3,1.43566,734.36708
172.40002,1.43676,735.03577
172.50002,1.43759,735.61403
172.6,1.4382,736.24807
172.70002,1.43922,736.49413
172.8,1.44008,737.1916
172.90002,1.44067,737.36473
173.00002,1.44158,737.73633
173.1,1.44262,738.47058
173.20002,1.44329,738.9219
173.3,1.44415,739.52465
173.40002,1.44506,740.07115
173.50002,1.44573,740.21793
173.6,1.44664,740.94743
173.70002,1.44766,741.52728
173.8,1.44825,741.76094
173.90002,1.44916,742.1372
174.00002,1.45012,743.20338
174.1,1.45071,743.40892
174.20002,1.45154,743.8242
174.3,1.45264,744.37656
174.40002,1.45331,744.71873
174.50002,1.45414,745.08623
174.6,1.45505,745.97248
174.70002,1.45575,746.29472
174.8,1.45655,746.96061
174.90002,1.45768,747.4124
175.00002,1.45827,748.20821
175.1,1.4591,748.38144
175.20002,1.46017,749.2037
175.3,1.46076,749.35877
175.40002,1.46151,749.96804
175.50002,1.46261,750.59873
175.6,1.46336,751.13489
175.70002,1.46411,751.50919
175.8,1.46507,752.16605
175.90002,1.46579,752.25946
176.00002,1.46652,752.95516
176.1,1.4677,754.05804
176.20002,1.46831,754.36016
176.3,1.46906,754.42218
176.40002,1.47016,755.12216
176.50002,1.47083,755.60571
176.6,1.4715,756.10788
176.70002,1.47257,756.45964
176.8,1.4734,757.27771
176.90002,1.47412,757.49955
177.00002,1.47504,758.14589
177.1,1.47581,758.65076
177.20002,1.47651,758.75768
177.3,1.47766,759.51885
177.40002,1.47838,760.31317
177.50002,1.47905,760.37445
177.6,1.48012,761.19262
177.70002,1.48087,761.44976
177.8,1.48152,761.79099
177.90002,1.48245,762.38397
178.00002,1.48345,763.2609
178.1,1.48414,763.82919
178.20002,1.48503,763.89746
178.3,1.48586,764.82617
178.40002,1.48653,765.25477
178.50002,1.48752,765.56555
178.6,1.48845,766.39443
178.70002,1.48904,766.66786
178.8,1.49006,767.32603
178.90002,1.49095,767.50335
179.00002,1.49154,767.87653
179.1,1.49237,768.57717
179.20002,1.49349,769.23552
179.3,1.49416,769.60432
179.40002,1.49499,769.92768
179.50002,1.49587,770.63586
179.6,1.49657,770.71995
179.70002,1.49743,771.41062
179.8,1.49853,772.04253
179.90002,1.49909,772.32118
180.00002,1.49995,772.99657
180.1,1.50099,773.42135
180.20002,1.50158,773.90163
180.3,1.50233,774.24101
180.40002,1.50345,774.90252
180.50002,1.50418,775.33652
180.6,1.50495,775.86235
180.70002,1.50589,776.25248
180.8,1.50662,776.91558
180.90002,1.50734,777.62944
181.00002,1.50854,777.84271
181.1,1.50916,778.42451
181.20002,1.50991,778.85916
181.3,1.51098,779.52757
181.40002,1.51165,779.88734
181.50002,1.51232,779.78321
181.6,1.51339,781.01014
181.70002,1.51422,781.36185
181.8,1.51495,782.04907
181.90002,1.51586,782.47488
182.00002,1.51666,782.84489
182.1,1.51733,783.40592
182.20002,1.51848,784.14986
182.3,1.51923,784.61217
182.40002,1.51987,784.78055
182.50002,1.52095,785.32612
182.6,1.52172,785.84142
182.70002,1.52234,786.13143
182.8,1.52328,786.79956
182.90002,1.52429,787.49359
183.00002,1.52496,787.73862
183.1,1.52585,788.3057
183.20002,1.5267,788.63278
183.3,1.52737,788.90296
183.40002,1.52834,789.28946
183.50002,1.5293,790.31838
183.6,1.52989,790.5826
183.70002,1.53086,790.60877
183.8,1.53179,791.50451
183.90002,1.53238,791.8179
184.00002,1.53319,792.12226
184.1,1.53431,792.8283
184.20002,1.53498,793.44213
184.3,1.53581,793.90369
184.40002,1.53672,794.21178
184.50002,1.53742,794.81741
184.6,1.53822,795.05406
184.70002,1.53937,795.70618
184.8,1.53994,796.18124
184.90002,1.54077,796.51671
185.00002,1.54184,797.4009
185.1,1.54245,797.57906
185.20002,1.54312,797.90624
185.3,1.5443,798.78364
185.40002,1.54503,799.35491
185.50002,1.54578,799.65228
185.6,1.54671,800.23007
185.70002,1.54746,800.61303
185.8,1.54819,801.2454
185.90002,1.54937,801.56494
186.00002,1.55001,802.27992
186.1,1.55073,802.51722
