Time,Extension,Load
369.00003,3.07516,1135.94504
369.1,3.07583,1136.20562
369.2,3.07663,1135.63128
369.30003,3.07754,1135.64311
369.40003,3.07827,1135.753
369.50003,3.07904,1135.9836
369.6,3.08022,1135.71398
369.7,3.08078,1136.03193
369.80003,3.08159,1135.70495
369.90003,3.08269,1136.065
370.00003,3.08328,1135.72646
370.1,3.084,1135.59337
370.2,3.08512,1135.62848
370.30003,3.08587,1136.14919
370.40003,3.0866,1135.91962
370.50003,3.08756,1135.58788
370.6,3.08828,1135.768
370.7,3.08903,1135.66481
370.80003,3.09019,1135.79296
370.90003,3.09086,1135.8398
371.00003,3.09155,1135.81205
371.1,3.09265,1135.76278
371.2,3.09335,1135.7259
371.30003,3.09399,1135.61377
371.40003,3.09501,1135.77293
371.50003,3.09595,1135.87789
371.6,3.09661,1135.64515
371.7,3.09753,1135.71007
371.80003,3.09836,1135.66779
371.90003,3.09903,1135.51198
372.00003,3.10007,1135.35877
372.1,3.10093,1135.58173
372.2,3.10154,1135.57223
372.30003,3.10256,1135.32469
372.40003,3.10342,1135.7314
372.50003,3.10401,1135.17679
372.6,3.10492,1135.42276
372.7,3.10599,1135.47165
372.80003,3.10663,1135.69805
372.90003,3.10749,1135.41111
373.00003,3.10837,1135.67049
373.1,3.10904,1135.58006
373.2,3.10995,1135.3408
373.30003,3.111,1135.78653
373.40003,3.11156,1135.53088
373.50003,3.11247,1135.39547
373.6,3.11349,1135.7395
373.7,3.11405,1135.64683
373.80003,3.11486,1135.20008
373.90003,3.11598,1135.45805
374.00003,3.11668,1135.71538
374.1,3.11745,1135.5849
374.2,3.11839,1135.7897
374.30003,3.11909,1135.5022
374.40003,3.11989,1135.51635
374.50003,3.12104,1135.64488
374.6,3.12161,1135.4411
374.7,3.12244,1134.96929
374.80003,3.12351,1135.42611
374.90003,3.1241,1135.16357
375.00003,3.12482,1135.56189
375.1,3.12597,1135.70848
375.2,3.12672,1135.33307
375.30003,3.12744,1135.56655
375.40003,3.12841,1135.61722
375.50003,3.12913,1135.89652
375.6,3.12986,1135.33214
375.7,3.13103,1135.56255
375.80003,3.13168,1135.70746
375.90003,3.13237,1135.40953
376.00003,3.1335,1135.74052
376.1,3.13417,1135.49931
376.2,3.13484,1135.24394
376.30003,3.13588,1135.34704
376.40003,3.13677,1135.35654
376.50003,3.13744,1135.22056
376.6,3.13837,1134.93707
376.7,3.13918,1135.05768
376.80003,3.13985,1135.14457
376.90003,3.14097,1135.16022
377.00003,3.14172,1135.51002
377.1,3.14239,1135.38047
377.2,3.14341,1135.31798
377.30003,3.14421,1135.44157
377.40003,3.14483,1135.24608
377.50003,3.14577,1135.14438
377.6,3.14678,1135.51291
377.7,3.14745,1135.2363
377.80003,3.14834,1135.13526
377.90003,3.14922,1134.90233
378.00003,3.14984,1134.99463
378.1,3.15086,1135.2553
378.2,3.15179,1135.23677
378.30003,3.15241,1135.20725
378.40003,3.15335,1134.99817
378.50003,3.15428,1134.95179
378.6,3.15487,1135.32729
378.7,3.15573,1135.03551
378.80003,3.1568,1135.20483
378.90003,3.15747,1135.01716
379.00003,3.1583,1135.16813
379.1,3.15924,1135.29218
379.2,3.15991,1135.28101
379.30003,3.16077,1134.93018
379.40003,3.16184,1135.26322
379.50003,3.16243,1135.03654
379.6,3.16328,1135.00664
379.7,3.16433,1135.22541
379.80003,3.16492,1135.14569
379.90003,3.1657,1134.86722
380.00003,3.16679,1135.03765
380.1,3.16752,1135.01428
380.2,3.16827,1134.98522
380.30003,3.16926,1135.4547
380.40003,3.16995,1134.84981
380.50003,3.1707,1134.84059
380.6,3.17188,1135.0506
380.7,3.17247,1134.70489
380.80003,3.17325,1134.78312
380.90003,3.17435,1135.12035
381.00003,3.17496,1134.98988
381.1,3.17569,1134.91761
381.2,3.17673,1135.3571
381.30003,3.17756,1134.84841
381.40003,3.17826,1134.80985
381.50003,3.17922,1134.85856
381.6,3.17997,1135.1916
381.7,3.18067,1134.99891
381.80003,3.18185,1135.10992
381.90003,3.18254,1134.85698
382.00003,3.18321,1134.93185
382.1,3.18431,1134.71681
382.2,3.18503,1134.9502
382.30003,3.18568,1134.64836
382.40003,3.18667,1134.51779
382.50003,3.18761,1134.81265
382.6,3.1883,1134.76356
382.7,3.18919,1135.04259
382.80003,3.19002,1134.50335
382.90003,3.19069,1134.61539
383.00003,3.19173,1134.84161
383.1,3.19259,1134.83584
383.2,3.19323,1134.40594
383.30003,3.19425,1134.79914
383.40003,3.19508,1134.61046
383.50003,3.1957,1134.34568
383.6,3.19658,1134.52505
383.7,3.19762,1134.57693
383.80003,3.19832,1134.67099
383.90003,3.19915,1134.69865
384.00003,3.20006,1134.79495
384.1,3.2007,1134.77055
384.2,3.20161,1134.55122
384.30003,3.20266,1134.75425
384.40003,3.20322,1134.57516
384.50003,3.20416,1134.54238
384.6,3.20512,1134.62582
384.7,3.20571,1134.45381
384.80003,3.20652,1134.76124
384.90003,3.20764,1134.67518
385.00003,3.20834,1134.8566
385.1,3.20911,1134.87458
385.2,3.21008,1134.80426
385.30003,3.21075,1134.56557
385.40003,3.21155,1134.65376
385.50003,3.2127,1134.6411
385.6,3.21329,1134.77176
385.7,3.21407,1134.91537
385.80003,3.21517,1135.06969
385.90003,3.21578,1134.43946
386.00003,3.21651,1134.57385
386.1,3.21758,1134.67118
386.2,3.21838,1134.52785
386.30003,3.21911,1134.37418
386.40003,3.22004,1134.60431
386.50003,3.22082,1134.38442
386.6,3.22152,1134.595
386.7,3.22267,1134.27583
386.80003,3.22336,1134.52729
386.90003,3.22406,1134.60785
387.00003,3.22513,1134.34363
387.1,3.22586,1134.53139
387.2,3.2265,1134.03713
387.30003,3.22752,1134.52245
387.40003,3.22843,1134.65618
387.50003,3.22912,1134.53027
387.6,3.23001,1134.21977
387.7,3.23086,1134.50019
387.80003,3.23151,1133.95294
387.90003,3.23261,1134.58754
388.00003,3.23344,1134.38787
388.1,3.23405,1134.19872
388.2,3.23507,1134.11378
388.30003,3.23593,1134.43341
388.40003,3.23652,1134.15886
388.50003,3.2374,1134.11583
388.6,3.23847,1134.1121
388.7,3.23914,1133.66172
388.80003,3.23997,1134.01646
388.90003,3.24091,1134.13706
389.00003,3.24155,1134.25106
389.1,3.24244,1133.99569
389.2,3.24351,1134.31122
389.30003,3.24407,1134.12039
389.40003,3.24498,1134.06871
389.50003,3.246,1134.0213
389.6,3.24659,1134.00044
389.7,3.24734,1134.28114
389.80003,3.24846,1133.89511
389.90003,3.24916,1134.15299
390.00003,3.24994,1133.96542
390.1,3.2509,1134.20952
390.2,3.2516,1133.81064
390.30003,3.25237,1133.93376
390.40003,3.25355,1134.40612
390.50003,3.25414,1134.26372
390.6,3.25492,1133.9711
390.7,3.25599,1134.32892
390.80003,3.25663,1134.19713
390.90003,3.25733,1134.04803
391.00003,3.25843,1134.11127
391.1,3.25923,1134.27015
391.2,3.25993,1134.05036
391.30003,3.26086,1133.86903
391.40003,3.26164,1133.87788
391.50003,3.26234,1133.88104
391.6,3.26349,1133.98451
391.7,3.26421,1134.07541
391.80003,3.26488,1134.1393
391.90003,3.26595,1134.22787
392.00003,3.2667,1133.9426
392.1,3.26732,1133.95136
392.2,3.26831,1133.77022
392.30003,3.26928,1134.1718
392.40003,3.26994,1133.81324
392.50003,3.27086,1133.59885
392.6,3.27171,1134.00007
392.7,3.27238,1133.73939
392.80003,3.27337,1133.62418
392.90003,3.27431,1133.87136
393.00003,3.27487,1133.66172
393.1,3.27586,1133.57631
393.2,3.2768,1133.71219
393.30003,3.27736,1133.75979
393.40003,3.27819,1133.38428
393.50003,3.27932,1134.1271
393.6,3.27999,1133.96766
393.7,3.28079,1133.50553
393.80003,3.28176,1133.61813
393.90003,3.2824,1133.65976
394.00003,3.28326,1133.70996
394.1,3.28436,1134.03602
394.2,3.28492,1133.45683
394.30003,3.28578,1133.61189
394.40003,3.28685,1133.88579
394.50003,3.28744,1133.50162
394.6,3.28816,1133.52826
394.7,3.28931,1133.80402
394.80003,3.29003,1133.7013
394.90003,3.29076,1133.47117
395.00003,3.29175,1133.69599
395.1,3.29244,1133.88235
395.2,3.2932,1133.80384
395.30003,3.29437,1133.85404
395.40003,3.29502,1133.40328
395.50003,3.29571,1133.51448
395.6,3.29684,1133.49995
395.7,3.29748,1133.74721
395.80003,3.29815,1133.23433
395.90003,3.29922,1133.62679
396.00003,3.30008,1133.5386
396.1,3.30078,1133.56458
396.2,3.30169,1133.43
396.30003,3.30249,1133.61254
396.40003,3.30321,1133.59736
396.50003,3.30428,1133.53059
396.6,3.30506,1133.49753
396.7,3.3057,1133.54567
396.80003,3.30675,1133.54847
396.90003,3.30755,1133.38279
397.00003,3.30817,1133.66358
397.1,3.30913,1133.43569
397.2,3.31012,1133.53077
397.30003,3.31077,1133.32309
397.40003,3.31168,1133.46083
397.50003,3.31256,1133.72225
397.6,3.3132,1133.53329
397.7,3.31417,1133.40421
397.80003,3.31513,1133.53934
397.90003,3.31572,1133.37915
398.00003,3.31669,1133.34721
398.1,3.31762,1133.92416
398.2,3.31821,1133.37813
398.30003,3.31904,1133.25696
398.40003,3.32017,1133.68072
398.50003,3.32084,1133.51075
398.6,3.32164,1133.50861
398.7,3.32258,1133.2673
398.80003,3.32325,1133.41194
398.90003,3.32408,1133.35708
399.00003,3.32518,1133.26823
399.1,3.32577,1133.79285
399.2,3.3266,1133.37561
399.30003,3.32769,1133.43904
399.40003,3.32826,1133.60127
399.50003,3.32901,1133.1561
399.6,3.33013,1133.07582
399.7,3.33086,1133.54335
399.80003,3.33161,1133.4816
399.90003,3.33257,1133.43056
400.00003,3.33327,1133.59578
400.1,3.33402,1133.61618
400.2,3.33519,1133.3677
400.30003,3.33581,1133.4016
400.40003,3.33656,1133.25752
400.50003,3.33769,1133.36025
400.6,3.3383,1133.59233
400.7,3.339,1133.49287
400.80003,3.34007,1133.29394
400.90003,3.3409,1133.30856
401.00003,3.3416,1133.41305
401.1,3.34256,1133.31256
401.2,3.34334,1133.34386
401.30003,3.34401,1133.2415
401.40003,3.34516,1133.2971
401.50003,3.34588,1133.28416
401.6,3.34653,1133.29142
401.7,3.34762,1133.3948
401.80003,3.34837,1133.11438
401.90003,3.34899,1133.1209
402.00003,3.34998,1132.94516
402.1,3.35094,1133.48905
402.2,3.35161,1133.37822
402.30003,3.3525,1133.19885
402.40003,3.35338,1132.9147
402.50003,3.35403,1133.40532
402.6,3.35507,1133.45534
402.7,3.35593,1133.35075
402.80003,3.35657,1132.91172
402.90003,3.35753,1133.12956
403.00003,3.35844,1133.34469
403.1,3.35903,1133.18702
403.2,3.35989,1132.84979
403.30003,3.36099,1133.46791
403.40003,3.36163,1133.22306
403.50003,3.36249,1133.08504
403.6,3.36343,1133.25184
403.7,3.36404,1132.94069
403.80003,3.36498,1133.31657
403.90003,3.366,1133.1819
404.00003,3.36659,1133.41575
404.1,3.36747,1132.9432
404.2,3.36846,1133.65417
404.30003,3.36905,1132.96406
404.40003,3.36986,1132.93342
404.50003,3.37098,1133.04956
404.6,3.37168,1133.289
404.7,3.37245,1132.87726
404.80003,3.37342,1133.04667
404.90003,3.37409,1133.16178
405.00003,3.37489,1132.96295
405.1,3.37602,1133.1141
405.2,3.37663,1133.08392
405.30003,3.37741,1132.95596
405.40003,3.37851,1132.9975
405.50003,3.37912,1132.91796
405.6,3.37985,1132.9839
405.7,3.38094,1132.75256
405.80003,3.38169,1132.94143
405.90003,3.38244,1132.96052
406.00003,3.38341,1132.94162
406.1,3.38413,1132.93864
406.2,3.38486,1132.79959
406.30003,3.38601,1133.21338
406.40003,3.38668,1133.11773
406.50003,3.38737,1133.25492
406.6,3.3885,1132.87121
406.7,3.38917,1133.18311
406.80003,3.38984,1133.17138
406.90003,3.39086,1132.86814
407.00003,3.39174,1132.988
407.1,3.39244,1132.98604
407.2,3.39337,1132.93482
407.30003,3.39418,1133.23433
407.40003,3.39482,1132.71233
407.50003,3.39597,1133.10171
407.6,3.39672,1133.09734
407.7,3.39736,1132.56201
407.80003,3.39844,1133.02721
407.90003,3.39924,1132.89347
408.00003,3.39986,1132.90697
408.1,3.40079,1132.81319
408.2,3.40178,1132.74734
408.30003,3.40245,1133.01957
408.40003,3.40331,1132.91191
408.50003,3.40422,1132.9256
408.6,3.40486,1132.56797
408.7,3.40586,1132.91377
408.80003,3.40682,1133.10479
408.90003,3.40741,1132.71624
409.00003,3.40835,1132.81347
409.1,3.40928,1132.64117
409.2,3.40987,1132.70283
409.30003,3.4107,1132.57943
409.40003,3.4118,1132.67405
409.50003,3.4125,1132.79289
409.6,3.4133,1132.74846
409.7,3.41424,1132.63028
409.80003,3.41491,1132.62814
409.90003,3.41574,1132.4876
410.00003,3.41686,1132.56015
410.1,3.41743,1132.61538
410.2,3.41828,1132.6056
410.30003,3.41933,1132.70227
410.40003,3.41992,1132.54627
410.50003,3.42067,1132.46934
410.6,3.42179,1132.89859
410.7,3.42252,1132.92467
410.80003,3.42327,1132.55149
410.90003,3.42423,1132.90902
411.00003,3.42495,1132.6964
411.1,3.42568,1132.64946
411.2,3.42686,1132.87997
411.30003,3.4275,1132.58297
411.40003,3.42822,1132.85594
411.50003,3.42932,1132.65449
411.6,3.42999,1132.53826
411.7,3.43066,1132.58008
411.80003,3.4317,1133.07144
411.90003,3.43256,1132.8429
412.00003,3.43326,1132.65663
412.1,3.43422,1132.42446
412.2,3.435,1132.67982
412.30003,3.43569,1132.72099
412.40003,3.43679,1132.76988
412.50003,3.43757,1132.94963
412.6,3.43819,1132.71754
412.7,3.43926,1132.68793
412.80003,3.44006,1132.89449
412.90003,3.44068,1132.85743
413.00003,3.44161,1132.54972
413.1,3.44263,1132.37649
413.2,3.4433,1132.70618
413.30003,3.44416,1132.63596
413.40003,3.44504,1132.77128
413.50003,3.44569,1132.62832
413.6,3.4467,1132.27936
413.7,3.44764,1132.97803
413.80003,3.44823,1132.53016
413.90003,3.44919,1132.43414
414.00003,3.45013,1132.48667
414.1,3.45072,1132.44141
414.2,3.45153,1132.4347
414.30003,3.45265,1132.62013
414.40003,3.45332,1132.196
414.50003,3.45412,1132.42827
414.6,3.45509,1132.42082
414.7,3.45576,1132.37128
414.80003,3.45656,1132.01011
414.90003,3.45771,1132.38851
415.00003,3.45828,1132.22096
415.1,3.45911,1132.39763
415.2,3.46018,1132.67032
415.30003,3.46077,1132.27637
415.40003,3.46149,1132.43805
415.50003,3.46261,1132.54599
415.6,3.46336,1132.39568
415.7,3.46409,1132.2258
415.80003,3.46508,1132.21752
415.90003,3.4658,1132.56574
416.00003,3.46653,1132.27656
416.1,3.46768,1132.37612
416.2,3.46835,1132.42371
416.30003,3.46904,1131.96811
416.40003,3.47014,1132.51032
416.50003,3.47084,1132.19973
416.6,3.47148,1132.25626
416.7,3.47255,1132.42185
416.80003,3.47344,1132.60932
416.90003,3.47411,1132.08601
417.00003,3.47502,1132.50725
417.1,3.47585,1132.55717
417.2,3.47652,1132.35032
417.30003,3.47759,1132.20131
417.40003,3.47842,1132.4469
417.50003,3.47903,1132.20066
417.6,3.48008,1132.46515
417.7,3.48091,1132.20708
417.80003,3.48152,1132.33151
417.90003,3.48244,1132.24108
418.00003,3.48345,1132.23894
418.1,3.48415,1132.07782
418.2,3.48498,1132.5988
418.30003,3.48589,1132.46934
418.40003,3.48653,1132.16089
418.50003,3.48747,1132.16881
418.6,3.48852,1132.64555
418.7,3.48908,1132.21668
418.80003,3.48996,1132.35665
418.90003,3.49101,1132.3588
419.00003,3.49157,1132.15903
419.1,3.49235,1132.13547
419.2,3.49347,1132.26892
419.30003,3.49417,1132.13668
419.40003,3.49494,1132.37267
419.50003,3.49594,1132.31326
419.6,3.49661,1132.38338
419.7,3.49738,1131.99782
419.80003,3.49853,1132.15782
419.90003,3.49912,1132.14608
420.00003,3.49993,1131.89099
420.1,3.50103,1132.06366
420.2,3.50161,1132.06431
420.30003,3.50231,1131.94864
420.40003,3.50344,1132.17505
420.50003,3.50421,1132.05062
420.6,3.50494,1131.88829
420.7,3.5059,1131.73518
420.80003,3.50665,1131.68219
420.90003,3.50735,1131.99465
421.00003,3.5085,1132.15148
421.1,3.50919,1132.02399
421.2,3.50989,1131.86203
421.30003,3.51099,1131.98645
421.40003,3.51169,1131.97258
421.50003,3.51233,1131.8787
421.6,3.51332,1131.89742
421.7,3.51426,1132.32695
421.80003,3.51493,1131.92061
421.90003,3.51586,1132.30012
422.00003,3.51669,1131.91335
422.1,3.51736,1132.05751
422.2,3.51838,1131.73062
422.30003,3.51927,1131.91884
422.40003,3.51988,1131.92061
422.50003,3.52087,1132.25328
422.6,3.52176,1132.08685
422.7,3.52237,1131.54482
422.80003,3.52323,1131.74766
422.90003,3.5243,1131.96252
423.00003,3.52497,1132.08946
423.1,3.5258,1131.75623
423.2,3.52674,1131.89928
423.30003,3.52738,1132.05388
423.40003,3.52829,1131.77877
423.50003,3.52934,1131.88876
423.6,3.52993,1132.00257
423.7,3.53078,1132.05956
423.80003,3.53183,1131.86631
423.90003,3.53239,1131.91484
424.00003,3.53317,1131.49658
424.1,3.53432,1131.70203
424.2,3.53502,1131.96196
424.30003,3.53579,1131.85188
424.40003,3.53676,1132.00722
424.50003,3.53743,1131.73034
424.6,3.5382,1131.6671
424.7,3.53936,1132.00741
424.80003,3.53997,1132.12578
424.90003,3.54075,1131.84294
425.00003,3.54187,1131.89043
425.1,3.54246,1131.73919
425.2,3.54316,1131.43828
425.30003,3.54426,1131.92294
425.40003,3.54506,1131.69719
425.50003,3.54578,1131.84471
425.6,3.54672,1131.82366
425.7,3.54747,1131.76797
425.80003,3.54817,1131.88382
425.90003,3.54935,1131.91968
426.00003,3.55002,1131.82338
426.1,3.55071,1131.74403
426.2,3.55181,1131.58626
426.30003,3.55251,1131.6184
426.40003,3.55318,1131.44983
426.50003,3.55419,1131.64149
426.6,3.55511,1132.00983
426.7,3.55575,1131.71386
426.80003,3.55671,1131.88028
426.90003,3.55752,1132.17011
427.00003,3.55819,1131.61579
427.1,3.55926,1131.63479
427.2,3.56009,1131.92592
427.30003,3.5607,1131.60396
427.40003,3.56175,1131.8407
427.50003,3.56258,1132.00461
427.6,3.56319,1131.70464
427.7,3.56408,1131.45467
427.80003,3.56512,1131.82142
427.90003,3.56579,1131.69299
428.00003,3.56665,1131.53039
428.1,3.56756,1131.6862
428.2,3.5682,1131.68098
428.30003,3.56917,1131.52945
428.40003,3.57013,1131.91372
428.50003,3.57075,1131.72606
428.6,3.57163,1131.26207
428.7,3.57262,1131.61914
428.80003,3.57321,1131.62231
428.90003,3.57402,1131.67875
429.00003,3.57514,1131.41872
429.1,3.57581,1131.50952
429.2,3.57661,1131.26161
429.30003,3.57761,1131.59958
429.40003,3.57822,1131.59753
429.50003,3.57908,1131.45104
429.6,3.5802,1131.73174
429.7,3.58079,1131.86669
429.80003,3.5816,1131.66319
429.90003,3.58267,1131.49937
430.00003,3.58326,1131.45793
430.1,3.58401,1131.49052
430.2,3.58511,1131.33313
430.30003,3.58586,1131.41472
430.40003,3.58661,1131.48363
430.50003,3.5876,1131.87367
430.6,3.58829,1131.47683
430.7,3.58907,1131.42971
430.80003,3.59019,1131.56093
430.90003,3.59084,1131.36955
431.00003,3.59153,1131.49295
431.1,3.59266,1131.14445
431.2,3.5933,1131.3743
431.30003,3.594,1131.22258
431.40003,3.59507,1131.36601
431.50003,3.5959,1131.73369
431.6,3.5966,1131.36433
431.7,3.59756,1131.5872
431.80003,3.59834,1131.39721
431.90003,3.59901,1131.0597
432.00003,3.60013,1131.59502
432.1,3.60086,1131.41602
432.2,3.60152,1131.1817
432.30003,3.60262,1131.40251
432.40003,3.60337,1131.55739
432.50003,3.60402,1131.43865
432.6,3.60498,1131.37821
432.7,3.60594,1131.59716
432.80003,3.60661,1131.52619
432.90003,3.60753,1131.23832
433.00003,3.60838,1131.53337
433.1,3.609,1131.18086
433.2,3.61004,1131.52415
433.30003,3.61093,1131.57202
433.40003,3.61154,1131.42831
433.50003,3.61253,1131.43837
433.6,3.61344,1131.4407
433.7,3.61403,1131.20889
433.80003,3.61492,1131.38407
433.90003,3.61596,1131.53541
434.00003,3.61663,1131.28833
434.1,3.61746,1131.37066
434.2,3.61843,1131.44424
434.30003,3.61907,1131.44778
434.40003,3.61993,1131.17937
434.50003,3.621,1131.56149
434.6,3.62159,1131.6807
434.7,3.62247,1131.48103
434.80003,3.62349,1131.56615
434.90003,3.62408,1131.38454
435.00003,3.62486,1131.02859
435.1,3.62595,1131.67129
435.2,3.62668,1131.40428
435.30003,3.62745,1131.26226
435.40003,3.62842,1131.32969
435.50003,3.62909,1131.36955
435.6,3.62986,1131.26645
435.7,3.63104,1131.75027
435.80003,3.63161,1131.38445
435.90003,3.63244,1131.37802
436.00003,3.63351,1131.60973
436.1,3.63412,1131.38203
436.2,3.63482,1131.00726
436.30003,3.63592,1131.1491
436.40003,3.63669,1131.25993
436.50003,3.63744,1131.09136
436.6,3.63841,1131.13839
436.7,3.63913,1131.40028
436.80003,3.63983,1130.95734
436.90003,3.64101,1131.45933
437.00003,3.6417,1131.43669
437.1,3.64237,1130.84977
437.2,3.64347,1131.03436
437.30003,3.64419,1131.09946
437.40003,3.64484,1131.13979
437.50003,3.6458,1131.15013
437.6,3.64677,1131.29504
437.7,3.64744,1131.02589
437.80003,3.64835,1131.18105
437.90003,3.6492,1131.15497
438.00003,3.64987,1131.13299
438.1,3.65089,1131.2278
438.2,3.65178,1131.52256
438.30003,3.65239,1131.17658
438.40003,3.65338,1131.11204
438.50003,3.65427,1131.09378
438.6,3.65486,1131.29839
438.7,3.65571,1131.09723
438.80003,3.65681,1131.40969
438.90003,3.65748,1131.26887
439.00003,3.65831,1130.7179
439.1,3.65925,1131.15003
439.2,3.65989,1131.05867
439.30003,3.66078,1130.65792
439.40003,3.66185,1131.37523
439.50003,3.66241,1130.8589
439.6,3.66329,1130.83851
439.7,3.66434,1131.14109
439.80003,3.6649,1130.66528
439.90003,3.66568,1131.0162
440.00003,3.6668,1131.04666
440.1,3.6675,1130.98174
440.2,3.66828,1131.12628
440.30003,3.66924,1131.13746
440.40003,3.66994,1130.96619
440.50003,3.67069,1130.93173
440.6,3.67189,1131.39441
440.7,3.67248,1130.91674
440.80003,3.67323,1131.01304
440.90003,3.67436,1131.12777
441.00003,3.67497,1131.04777
441.1,3.67567,1130.98305
441.2,3.67674,1130.93145
441.30003,3.67757,1130.75916
441.40003,3.67827,1130.85676
441.50003,3.67923,1131.02887
441.6,3.67998,1131.07441
441.7,3.68068,1130.82835
441.80003,3.6818,1130.76502
441.90003,3.68255,1130.72358
442.00003,3.68319,1130.70328
442.1,3.68427,1131.02859
442.2,3.68504,1131.05811
442.30003,3.68566,1130.56665
442.40003,3.68665,1130.78346
442.50003,3.68761,1130.93071
442.6,3.68828,1131.18906
442.7,3.68917,1130.76707
442.80003,3.69005,1130.81457
442.90003,3.69069,1130.86831
443.00003,3.69169,1130.82482
443.1,3.69262,1131.07301
443.2,3.69321,1130.8548
443.30003,3.69418,1131.11883
443.40003,3.69511,1131.05979
443.50003,3.6957,1130.84959
443.6,3.69656,1131.09732
443.7,3.69761,1130.98836
443.80003,3.6983,1130.81187
443.90003,3.69913,1130.74956
444.00003,3.70007,1131.01574
444.1,3.70074,1131.00624
444.2,3.70157,1130.62775
444.30003,3.70269,1130.86328
444.40003,3.70328,1130.93834
444.50003,3.70409,1130.45666
444.6,3.70519,1130.60297
444.7,3.70575,1131.18077
444.80003,3.7065,1130.75115
444.90003,3.70762,1130.92382
445.00003,3.70835,1130.64628
445.1,3.70912,1130.82211
445.2,3.71006,1130.68055
445.30003,3.71078,1130.7993
445.40003,3.71151,1130.52558
445.50003,3.71271,1130.81466
445.6,3.71333,1130.67096
445.7,3.71408,1130.87418
445.80003,3.71518,1130.6785
445.90003,3.71582,1130.91227
446.00003,3.71649,1130.36474
446.1,3.71756,1130.50044
446.2,3.71842,1130.65941
446.30003,3.71911,1130.4412
446.40003,3.72005,1130.81718
446.50003,3.72083,1130.44046
446.6,3.72155,1130.52977
446.7,3.72262,1130.93723
446.80003,3.7234,1130.96572
446.90003,3.72404,1130.67431
447.00003,3.72509,1130.89699
447.1,3.72589,1130.66649
447.2,3.72651,1130.53238
447.30003,3.72744,1130.1484
447.40003,3.72846,1130.71743
447.50003,3.72913,1130.61005
447.6,3.72999,1130.2527
447.7,3.7309,1130.66556
447.80003,3.73154,1130.37163
447.90003,3.73248,1130.32088
448.00003,3.73347,1130.69937
448.1,3.73406,1130.5606
448.2,3.735,1130.38756
448.30003,3.73596,1131.03902
448.40003,3.73655,1130.73513
448.50003,3.73736,1130.53545
448.6,3.73848,1130.85536
448.7,3.73915,1130.91571
448.80003,3.73995,1130.59096
448.90003,3.74092,1130.62719
449.00003,3.74159,1130.62495
449.1,3.74239,1130.74416
449.2,3.74352,1130.72954
449.30003,3.74411,1130.56907
449.40003,3.74494,1130.60987
449.50003,3.74601,1130.75357
449.6,3.7466,1130.16563
449.7,3.74732,1130.52493
449.80003,3.74847,1130.87371
449.90003,3.74919,1130.8711
450.00003,3.74994,1130.17932
450.10003,3.75091,1130.42397
450.2,3.75163,1130.61201
450.30003,3.75236,1130.75403
450.40003,3.75351,1130.68828
450.50003,3.75415,1131.03073
450.60003,3.7549,1130.85061
450.7,3.756,1130.79455
450.80003,3.75667,1130.76968
450.90003,3.75734,1130.34453
451.00003,3.75838,1130.54486
451.10003,3.75927,1130.90575
451.2,3.75996,1130.71352
451.30003,3.76085,1130.64544
451.40003,3.76168,1130.59552
451.50003,3.76235,1130.49559
451.60003,3.76347,1130.5715
451.7,3.76422,1131.0868
451.80003,3.76486,1130.38206
451.90003,3.76594,1130.54309
452.00003,3.76671,1130.88377
452.10003,3.76736,1130.66984
452.2,3.76829,1130.79008
452.30003,3.76931,1130.72218
452.40003,3.76993,1130.56349
452.50003,3.77084,1130.18835
452.60003,3.77172,1130.53825
452.7,3.77236,1130.18481
452.80003,3.77336,1130.4833
452.90003,3.77429,1130.81941
453.00003,3.77488,1130.54542
453.10003,3.77585,1130.58118
453.2,3.77678,1130.79473
453.30003,3.77737,1130.63138
453.40003,3.7782,1130.45769
453.50003,3.7793,1130.81187
453.60003,3.77997,1130.36679
453.7,3.7808,1130.70169
453.80003,3.78174,1130.73718
453.90003,3.78238,1130.24265
454.00003,3.78327,1130.72097
454.10003,3.78434,1130.67487
454.2,3.78493,1130.29415
454.30003,3.78578,1130.42565
454.40003,3.78683,1130.83664
454.50003,3.78742,1130.52716
454.60003,3.78819,1130.2609
454.7,3.78929,1130.59208
454.80003,3.79002,1130.56162
454.90003,3.79077,1130.37163
455.00003,3.79176,1130.77937
455.10003,3.79243,1130.6596
455.2,3.7932,1130.33867
455.30003,3.79438,1130.82863
455.40003,3.79497,1130.33103
455.50003,3.79572,1130.51347
455.60003,3.79682,1130.36809
455.7,3.79746,1130.80069
455.80003,3.79816,1130.4128
455.90003,3.79926,1130.68568
456.00003,3.80006,1130.61974
456.10003,3.80076,1130.63119
456.2,3.80172,1130.81774
456.30003,3.80247,1130.65289
456.40003,3.80322,1130.3205
456.50003,3.80432,1130.62747
456.60003,3.80504,1130.57066
456.7,3.80571,1130.62803
456.80003,3.80681,1130.50723
456.90003,3.80751,1130.6636
457.00003,3.80818,1130.11524
457.10003,3.80919,1130.43562
457.2,3.81011,1130.65941
457.30003,3.8108,1130.44092
457.40003,3.81169,1130.29815
457.50003,3.81252,1130.67664
457.60003,3.81319,1130.38057
457.7,3.81426,1130.50519
457.80003,3.81509,1130.42127
457.90003,3.8157,1130.20334
458.00003,3.81675,1130.47911
458.10003,3.81758,1130.78747
458.2,3.81819,1130.49354
458.30003,3.81911,1130.22821
458.40003,3.82012,1130.42779
458.50003,3.82079,1130.5796
